ingresos,gastos_comunes,pago_coche,gastos_otros,ahorros,vivienda,estado_civil,hijos,trabajo,comprar
4867,935,145,520,39360,372716,2,0,1,0
4932,1031,225,465,39387,373993,0,3,5,1
4990,987,293,512,38524,373813,0,4,2,1
5001,1063,261,552,38744,374222,2,0,7,1
4869,1027,184,417,38685,374195,0,4,7,1
4976,881,127,556,38223,373475,2,4,7,1
4864,956,159,585,39519,372799,2,5,0,1
5040,967,235,564,39030,373508,2,2,2,1
4927,1060,232,480,38328,372836,0,0,2,1
5017,1019,176,502,38895,373697,2,4,1,1
4937,872,256,496,38860,374168,1,1,7,0
5020,1010,180,474,38320,373835,2,0,0,0
4955,1021,299,540,38632,372690,2,4,0,1
4907,922,271,574,39304,372499,2,4,3,0
5014,931,242,512,39069,373138,1,4,4,1
4888,897,214,590,39099,373507,0,1,5,0
4901,924,278,451,38152,373499,2,1,4,1
4994,888,276,539,39480,372868,1,4,5,1
4959,883,293,452,38512,373036,2,1,3,0
4921,1017,114,565,38967,373696,2,4,6,1
4983,992,223,469,39306,373496,1,3,5,1
5028,948,251,494,38898,374343,2,1,5,1
4962,909,235,562,38488,374243,1,5,7,0
5007,937,183,613,38751,373179,2,4,7,0
5017,922,173,581,39262,373888,2,1,6,0
5013,890,177,535,39441,374127,1,3,3,1
5013,989,180,468,37971,373775,2,5,3,1
5031,945,272,616,38940,373034,1,3,1,0
4926,1062,150,578,37875,374026,1,3,3,0
4980,876,261,494,38643,372952,2,2,8,0
5048,1044,180,601,37820,373204,0,5,3,1
4918,873,239,445,38604,374167,0,4,5,1
4955,973,288,458,38988,373367,2,5,2,0
4990,978,228,473,38505,372832,0,3,1,0
4921,908,237,583,37826,373816,2,0,6,1
4926,954,114,609,39689,372919,2,3,7,0
5025,1020,135,616,37997,372495,1,2,8,0
4949,993,149,512,38241,373701,1,2,1,0
4966,1041,268,604,38871,373842,1,4,8,0
5006,904,231,608,38345,372570,2,5,5,0
4939,957,237,547,39139,373959,0,4,4,0
4996,938,168,425,37983,374218,0,3,7,1
5037,972,184,553,38490,373423,2,3,3,1
4974,870,169,438,39281,373859,2,2,7,0
5048,912,176,581,38847,373501,2,2,1,0
4862,917,231,546,39537,372706,1,2,7,0
5031,960,129,559,38830,373236,0,0,5,0
5032,880,117,601,38740,372830,0,5,3,1
5015,922,227,525,38869,374102,1,3,6,0
4906,884,161,566,39551,373578,1,3,1,0
4864,935,273,491,39054,372880,1,5,4,0
4899,1066,205,606,39680,372985,2,5,4,0
5010,883,175,445,39250,372882,1,5,2,1
4969,979,247,514,38173,373102,0,4,2,0
4921,975,162,508,38401,373609,0,2,0,1
5000,949,186,432,38670,373098,1,1,2,1
5041,1054,164,555,39672,372802,2,3,1,0
4942,906,218,419,38318,373518,1,2,6,1
4888,1005,311,555,39198,373360,2,3,7,0
4975,939,302,521,38007,373886,2,3,3,1
4905,927,245,495,38986,373173,0,0,2,1
4885,1061,122,480,38280,373414,1,4,1,1
5000,1025,141,447,39207,372980,2,4,7,0
4966,973,270,509,39292,374293,2,1,7,0
4931,878,120,520,38950,373897,1,2,4,1
5008,1044,240,433,38518,374000,2,2,6,0
4943,991,300,515,39238,373621,1,0,1,1
4923,908,145,421,39538,373976,2,3,5,1
4864,1000,160,573,38939,373512,2,5,5,0
4971,980,280,463,38719,373418,0,4,7,1
4885,950,242,563,38411,373730,1,4,2,0
4941,970,213,576,37877,374208,0,2,8,1
4872,908,268,467,38606,372509,1,4,6,1
4953,915,168,542,37786,374375,2,1,5,0
5044,1047,227,562,38667,372405,2,1,5,0
4939,923,179,580,38871,372734,2,1,0,1
4895,1059,309,612,37941,372802,2,5,0,1
4963,914,178,555,38855,374022,1,4,3,0
4885,891,114,603,39384,373695,0,1,1,0
4976,880,165,594,38506,373541,0,2,5,1
4988,1051,185,452,39527,374053,0,4,2,1
4861,871,139,434,39015,373879,1,3,7,1
5048,976,306,526,39332,373098,1,3,7,1
5053,1061,119,607,38411,373244,2,3,2,0
4937,997,176,429,38394,373068,2,3,1,1
5022,1001,247,520,39507,374200,1,4,6,0
4896,958,293,525,38226,372829,2,1,2,1
4974,1022,171,611,39434,374262,2,0,1,1
5040,1056,172,510,39359,372926,1,2,3,1
5043,978,269,615,38285,373271,0,3,1,0
4931,994,267,460,38003,372496,2,3,8,1
5017,1059,142,520,37961,374348,2,1,2,0
5007,975,253,538,39356,373987,2,5,3,1
4869,921,161,563,38526,374080,1,2,0,1
4939,922,163,418,38891,372570,0,2,6,0
4882,944,259,524,37955,373348,2,2,3,1
4896,1048,259,464,39059,372598,1,1,6,0
5046,945,161,615,37885,373103,0,1,8,0
4995,879,165,504,39538,374139,1,4,0,0
4992,943,265,422,39489,374249,2,3,0,1
4978,1065,299,515,37761,374151,0,4,6,1
5058,1004,248,427,38602,373346,1,2,8,0
4930,1025,183,458,39215,374215,2,1,6,1
4952,1013,266,566,38652,373537,0,1,8,0
4897,1022,309,438,39456,372972,1,5,0,1
4999,1039,135,446,38362,373366,2,5,3,1
4989,932,295,516,38733,373708,1,2,7,1
4865,902,114,457,38321,373107,2,3,7,0
4964,1007,277,463,38316,373463,0,4,3,1
4982,876,217,616,39744,373198,2,0,3,0
4931,961,224,438,39046,374179,0,5,1,0
5007,888,123,600,38482,372408,1,3,6,1
4938,892,217,598,38834,373045,1,0,7,1
4950,872,172,466,39419,372821,2,3,0,0
5006,908,263,446,39269,372693,2,3,4,1
4874,936,294,508,37769,372783,2,4,4,0
5004,935,229,500,37777,372658,1,3,3,0
4967,1032,129,420,39211,374232,2,3,8,1
4970,876,267,593,37781,372718,1,1,8,1
4999,1045,179,569,39351,373148,2,3,7,1
5017,910,132,447,39335,372411,2,2,4,1
4910,912,301,577,39392,373632,0,0,1,1
4925,954,309,430,38077,374378,0,4,4,0
4860,1059,232,576,39673,374355,0,3,7,0
5007,1037,251,505,39576,372622,0,4,6,1
4919,1063,199,507,37987,374097,1,4,7,0
4902,913,157,521,37860,372654,1,3,7,0
4978,967,152,542,37926,372709,1,0,5,1
5059,907,269,488,39584,372566,0,3,5,0
4997,875,291,451,39326,373107,0,5,8,1
4865,893,194,419,38686,373315,2,4,8,1
4878,1038,312,530,38278,373180,1,2,1,0
4925,1029,144,497,37981,372406,1,4,4,0
5046,1059,173,437,38091,373190,1,0,4,0
4946,1061,171,457,39107,374359,0,1,8,0
5037,897,183,488,39623,373146,2,3,1,1
5056,1032,253,472,38443,374010,2,2,5,0
4968,1051,284,525,38216,374186,2,0,7,1
4945,898,213,494,39378,373699,2,3,1,0
4887,1014,199,489,39270,374089,0,3,8,1
4926,982,128,574,39592,374390,2,0,8,1
4923,899,149,432,38061,373673,0,3,5,0
4993,932,209,539,38916,372500,1,4,2,0
5052,1042,255,489,38608,373300,2,5,3,0
4954,995,124,493,38102,372855,1,4,4,0
4997,1036,126,496,38327,372632,0,2,4,1
4925,1014,260,496,38086,373707,1,5,5,0
5036,957,138,434,37807,374190,0,0,4,0
4996,911,226,447,39093,373177,2,4,2,1
4883,981,220,458,39014,372887,2,0,1,0
4928,1066,161,462,39204,373115,2,4,5,1
4951,1005,205,519,39196,373469,1,2,5,0
4970,931,242,467,37897,373451,1,5,2,1
5001,1049,112,560,39059,372520,1,3,3,0
5002,898,123,475,38319,373620,1,5,6,0
4957,1015,178,567,39119,372817,1,1,0,0
4909,904,289,423,39656,374185,2,4,6,1
4921,966,257,604,38606,372546,2,2,3,1
4963,948,197,426,38056,373704,1,0,7,1
4953,984,218,425,39194,373927,1,2,4,0
4924,947,223,452,39482,372803,0,5,2,0
4975,880,221,616,38610,373069,1,0,0,1
5031,1042,178,547,37856,374165,1,2,5,1
4861,890,141,416,39701,373583,2,4,6,0
4979,971,225,601,38695,373395,0,1,7,0
5032,1065,253,513,38470,373051,0,4,8,1
4891,1021,258,451,38949,373017,2,2,5,0
5022,932,149,614,39476,373091,0,2,6,0
4965,1055,222,597,39742,374049,0,5,2,0
4981,927,194,586,38653,372728,1,1,5,0
4876,972,254,582,37837,373502,0,2,5,1
5038,1057,292,522,39226,374185,2,2,4,0
4953,980,294,426,39249,372456,0,0,3,0
4967,1049,197,552,39099,372611,2,1,4,1
5009,877,262,520,38007,373392,0,3,6,1
5049,976,253,534,39571,372476,0,4,8,1
4976,955,175,511,37943,373921,2,0,1,1
5031,1010,255,491,38021,372616,2,3,4,1
4918,902,249,513,38022,373961,1,2,5,0
5028,964,214,417,38998,373321,0,0,8,0
4912,967,296,587,38464,372877,2,2,8,1
4923,899,204,519,39058,373584,1,1,1,1
4896,960,297,579,39462,372452,0,5,0,0
4898,978,308,552,38944,373130,0,3,0,0
5050,933,302,474,38285,373861,2,0,8,1
4953,1017,305,472,38214,372739,1,5,0,1
5044,1056,245,496,38307,372423,0,0,2,1
4953,985,215,463,38468,372896,2,2,3,1
4962,1051,203,551,37978,373990,0,0,2,0
4933,875,246,429,38648,373390,1,1,1,0
5028,1021,205,488,38020,373405,1,4,4,1
4918,981,311,492,38133,373652,1,4,3,0
4962,973,199,561,37781,373472,1,1,7,1
4963,981,188,532,39136,373069,0,1,4,1
4992,1030,270,502,37933,374179,0,3,3,1
4930,1047,189,534,38252,373710,2,4,6,0
4930,1066,191,478,38227,372661,2,1,3,1
4944,960,114,592,38459,373075,2,5,7,0
5030,1045,296,436,37909,373138,0,0,0,0
4901,954,220,613,39197,374059,0,5,5,1
4914,922,265,481,38633,373672,1,1,7,1
4933,967,267,490,38611,373020,1,4,7,1
4909,955,243,548,38831,373850,1,4,2,0
5041,902,234,565,38151,373435,2,3,0,0
4943,973,193,550,37926,373609,1,5,3,1
4890,912,159,569,38156,373979,1,2,4,0
4911,902,145,445,37814,373528,0,1,0,1
4909,965,118,541,39195,373936,2,5,5,0
4895,1007,266,528,39059,373442,0,3,0,1
4991,965,171,462,37790,374002,2,0,6,1
5053,875,157,605,38563,373711,1,0,1,0
5030,881,199,528,38613,373055,2,5,6,1
5034,956,278,538,39193,374008,2,5,6,0
4963,919,246,418,38681,374292,0,1,1,0
4886,905,211,526,37897,373357,0,3,6,1
4973,1033,241,419,38468,373102,2,0,3,1
4964,1044,295,610,39351,373481,0,5,4,1
5045,1046,306,508,38655,374172,2,1,7,0
5022,1050,226,593,38270,373154,2,0,8,0
4981,1030,194,434,37840,373302,0,1,5,0
4981,948,170,497,39709,372827,1,1,3,0
4901,944,286,532,38357,373640,1,5,4,1
4903,897,304,417,38494,372927,0,3,7,0
4964,896,154,598,38765,372470,0,3,2,1
4956,870,276,556,39442,374033,2,5,7,1
4925,1004,209,437,37829,373950,1,4,6,0
4951,1054,289,431,38460,374024,0,4,0,0
4948,1011,261,444,38573,372654,0,3,8,1
4898,1009,148,554,38350,373310,1,4,7,1
4860,977,215,465,38706,373717,2,0,1,0
4918,980,141,589,38609,373358,0,0,0,1
4988,988,277,609,38356,373820,0,0,2,0
4920,974,167,509,38972,372397,2,1,6,1
5025,894,254,527,38161,374198,1,5,0,1
4909,916,114,610,38687,373744,0,4,8,1
5030,962,162,537,39378,374368,1,1,4,0
4864,1014,246,502,39300,372649,1,2,5,0
4879,1024,259,535,38035,373178,0,4,7,1
5035,984,274,586,39650,373352,1,2,3,0
4890,966,273,559,39623,373928,2,2,4,1
4883,920,215,528,39641,374054,0,0,2,0
5016,956,187,418,37987,373724,1,3,6,1
4928,894,188,454,39675,374380,1,5,0,0
4910,908,156,559,39133,373812,0,1,1,0
5008,1056,178,513,39102,373883,1,4,4,1
5055,1022,282,551,39591,374018,0,0,2,0
4869,1050,271,528,38297,372614,0,4,7,1
4965,1011,165,531,38645,373939,0,4,6,0
4897,978,259,572,37838,373812,2,3,3,1
5048,896,296,452,39639,373427,0,2,3,0
4949,929,222,596,39185,373068,1,2,8,1
4976,932,229,528,38856,373391,0,2,7,1
4905,1011,114,526,39474,372522,1,4,5,1
4951,1034,259,561,38364,373129,1,0,8,0
4893,941,139,494,39187,374356,2,3,0,1
4866,926,234,573,38300,374171,1,0,0,1
4955,1003,130,447,39393,373664,1,5,4,0
5008,1059,250,417,38818,373715,2,2,7,0
5038,1019,290,597,39080,374342,1,2,1,1
4870,1050,238,458,37849,372943,2,3,0,0
5028,922,143,480,39336,374107,2,3,6,0
5049,992,206,616,38595,373372,1,5,7,1
5009,1025,148,567,38028,374096,1,5,4,0
5050,1035,155,563,38642,372589,1,1,4,1
4915,956,258,510,38121,374072,1,2,5,1
4986,1016,289,506,39269,374122,1,4,4,0
4966,938,226,527,38266,373735,1,1,8,0
5021,943,293,475,39421,374247,0,1,3,0
4868,1002,245,436,39526,373089,2,4,4,0
5025,1039,207,449,39434,374101,1,4,2,1
5033,965,226,559,38603,374245,1,5,5,1
4921,928,154,584,38900,372844,0,3,2,1
5052,898,119,471,38842,374389,1,4,8,0
4888,935,124,611,39594,373856,2,5,3,1
5031,1063,124,498,38761,372865,2,3,1,1
5041,899,120,569,38645,373660,1,4,4,1
5035,997,144,588,39453,373179,0,5,7,0
5027,927,123,465,37882,373885,0,1,8,1
5006,900,205,589,38353,372834,1,0,7,0
4963,1048,304,478,39002,372572,2,5,8,0
4864,908,190,565,38960,373942,1,1,4,0
4880,933,220,474,39116,372450,1,1,0,1
4905,947,215,573,38632,372756,2,5,1,0
4965,933,289,438,39270,373457,0,0,0,1
5001,905,207,538,38732,373808,0,4,2,1
4873,989,309,510,39450,372667,1,0,4,1
4925,954,274,446,38324,372602,0,2,6,1
5006,936,239,467,39232,373025,0,2,0,1
5052,875,239,441,37886,373913,2,5,2,1
4988,998,313,441,39194,372647,0,4,6,1
4997,1012,269,589,38591,372524,1,3,3,0
5054,977,214,440,37745,372806,1,2,2,0
5001,944,269,525,37929,374387,1,3,6,1
4935,897,147,418,37948,373620,2,3,3,1
5005,1058,284,433,37901,372549,2,3,4,0
4921,1003,127,446,38714,374078,1,0,3,1
4973,1020,309,556,39196,373789,1,5,5,0
4879,930,156,489,39305,372534,0,4,7,0
4999,1042,309,588,38544,372917,0,2,0,1
4900,1002,177,540,38272,373172,2,5,8,1
4948,943,184,521,38717,373392,0,3,6,1
5004,875,180,517,38196,373038,2,3,3,0
4956,876,115,557,38146,372866,2,2,2,1
4996,1036,289,577,39153,374163,2,2,1,0
5038,1028,282,500,38264,373108,0,1,5,1
4911,1062,302,567,38974,373344,2,2,3,0
4899,965,204,493,39058,373274,2,3,4,1
5029,949,236,490,39170,374073,1,3,7,0
4879,1047,251,513,38529,373478,0,0,0,1
4888,934,138,599,38349,373386,1,4,8,0
5033,1056,180,518,39054,373254,2,5,6,1
4909,873,171,439,38942,374357,2,3,2,0
4914,986,197,521,39432,373333,1,3,0,1
5009,878,252,420,39053,374195,0,0,4,0
4949,916,184,469,39508,374318,2,5,5,1
4976,1062,228,435,39056,373528,1,0,7,0
4958,1020,281,598,38257,374249,1,3,8,1
4992,1043,119,498,39677,373519,1,3,7,1
4999,950,275,485,38237,373659,1,4,3,1
4928,913,296,575,38742,374093,2,1,4,1
4867,1030,150,572,39142,373252,2,3,2,0
5048,999,232,554,39489,373172,2,3,8,1
4948,1006,270,469,39256,373667,2,3,6,1
4905,899,253,477,39114,373662,2,5,1,0
5044,1013,279,471,39190,373691,2,0,0,1
5007,906,255,523,38208,372791,2,3,3,0
5030,1013,174,519,39327,373654,2,4,4,0
4965,984,128,519,39462,373087,0,0,5,0
5051,900,285,480,38572,372585,1,1,5,1
4991,903,174,589,39659,374088,0,4,8,1
5004,871,239,481,38322,374137,0,2,0,0
4909,984,168,574,39107,372811,2,5,8,1
4977,1051,262,574,38225,374207,1,1,1,1
4966,968,294,424,39663,373411,2,5,7,1
4933,936,265,448,39417,372497,1,4,6,0
5016,1009,301,520,38017,373577,1,4,2,1
5017,896,204,536,38445,373952,2,0,8,0
5012,953,181,504,39271,372415,1,4,4,0
4938,1037,285,583,39174,373049,2,1,7,0
4941,1070,224,520,37744,373306,1,2,0,1
4974,931,291,508,38547,373604,0,3,2,0
4970,1020,198,417,39537,372976,2,1,4,1
4918,993,116,539,37992,373671,1,5,2,0
4990,1015,292,493,37807,374031,1,3,1,1
5012,907,143,573,39395,372806,1,4,6,0
4982,876,307,553,38358,372489,0,2,6,1
5039,1052,242,596,38076,372741,1,1,7,0
5049,1040,140,566,39333,373282,2,2,0,0
4941,994,127,478,38579,373139,2,5,6,1
4914,1062,178,569,39057,372533,1,2,6,1
4916,902,215,567,39333,372678,0,2,6,0
5038,1030,303,465,37917,372923,1,4,0,1
4878,908,206,419,38356,373840,1,1,7,0
5019,894,149,515,39375,372746,1,4,3,1
4967,1048,177,452,39333,374336,0,3,4,0
4922,1069,246,606,38814,374317,0,3,5,1
5048,1056,146,522,39494,374099,1,2,4,1
4867,932,243,454,37993,373134,0,5,5,1
4951,1009,277,521,37985,373808,1,5,3,0
4911,931,258,610,39041,373532,0,1,6,1
5044,989,166,536,38854,373984,2,5,0,1
4909,890,131,588,39612,374196,0,1,6,1
4900,938,287,549,39437,372599,1,5,5,0
4931,1030,126,446,37863,374125,2,3,6,0
4911,968,152,567,38110,374081,2,4,2,1
4919,937,235,473,39682,372708,2,0,6,1
4985,1020,169,512,38579,374203,1,1,5,1
4994,983,271,434,39527,372550,0,4,4,0
4955,1034,113,588,39549,373282,1,0,5,0
5000,1068,256,454,39462,372992,2,0,1,0
4873,984,206,601,38619,373777,0,0,4,0
5024,1036,251,426,38548,373001,0,3,2,0
4906,934,302,558,38542,373253,2,3,6,1
4928,1040,245,467,39521,374024,0,2,0,0
4923,986,310,425,39659,373214,0,3,5,0
4924,1035,268,509,39192,372929,0,3,7,0
4982,931,154,478,38526,372502,1,3,0,1
4878,1054,307,457,39025,374309,2,1,1,1
4912,1003,161,552,37934,372772,2,4,8,0
4875,1019,223,420,37862,372461,2,0,0,0
4983,895,131,603,38656,373704,0,5,5,1
4984,921,114,507,37755,372707,1,4,8,1
4970,995,261,488,38386,374060,0,5,4,0
5056,958,147,440,39491,373512,1,4,5,1
4896,1044,176,529,38132,373818,1,2,1,0
4882,918,113,433,38558,373655,0,0,4,0
4876,1041,226,588,38283,373447,0,4,5,1
4982,969,265,597,39185,373921,1,0,2,0
4927,984,116,511,39407,372515,2,0,3,0
5000,878,286,427,38353,372510,1,3,7,1
4880,870,307,475,38234,372916,2,5,8,1
4988,1031,295,599,38267,374206,0,0,7,1
4921,930,120,527,39635,373359,1,4,2,0
4917,910,136,427,38631,373909,0,5,3,0
4908,1048,243,584,38039,373837,2,1,6,0
4962,912,262,534,39515,373895,0,0,2,1
5047,914,152,443,38845,372542,1,5,8,1
5043,944,270,450,38160,372895,0,3,5,0
4970,890,265,514,39742,373245,2,2,4,0
4976,1004,148,486,39642,374323,0,0,4,1
5045,965,285,439,39027,373711,1,1,5,0
4872,1024,153,458,38486,372453,2,4,0,0
5031,1041,214,444,38382,374028,1,3,5,1
4921,997,244,473,39281,373177,0,5,8,1
4965,992,222,596,38625,372599,2,5,8,1
5020,994,259,514,38845,373591,1,4,1,0
4895,975,164,565,38700,373178,2,5,3,0
4949,886,115,609,37811,373811,1,0,0,0
4867,1038,252,497,38155,374166,2,3,8,0
4919,1000,280,476,38219,372858,2,2,2,1
4939,903,242,596,39106,374115,2,1,2,0
4998,964,226,507,39325,373417,2,3,8,1
4915,1001,291,417,37906,374065,2,4,1,1
5034,964,140,476,39088,373118,1,1,1,1
4975,1013,294,469,39247,374057,0,0,5,1
4985,1065,262,551,39149,373680,1,5,6,0
5010,886,270,488,39393,373159,0,1,6,1
5048,962,209,447,39721,372429,2,4,0,0
5017,936,231,581,37765,373458,0,4,0,1
5015,999,295,562,37934,373230,0,5,3,0
4931,985,163,581,39682,373213,1,3,0,0
4909,873,266,582,38666,374180,0,4,6,1
4965,900,245,616,37975,372581,1,2,6,1
4888,887,186,474,39271,374182,1,3,6,1
4946,1068,211,435,38203,373698,2,4,5,1
4989,1020,258,491,39007,372718,2,5,5,1
4937,1038,151,509,38862,372464,0,1,8,1
5027,972,187,588,37873,372714,1,5,5,1
4910,882,221,467,38850,372881,0,5,6,0
5054,889,265,556,38592,374358,0,4,1,1
5013,972,199,552,38764,373764,1,4,4,1
5011,1058,145,562,37780,373201,1,1,8,0
4963,917,227,523,38598,372757,0,4,5,1
4930,1053,233,459,37953,373011,0,5,1,0
4933,1036,267,468,38511,373886,1,3,5,0
5007,926,133,494,37979,374252,1,2,7,0
4901,957,276,590,38481,372481,1,2,2,0
4940,925,175,613,37785,373909,0,0,7,1
4866,925,216,557,39453,373334,2,3,4,0
4862,918,218,606,38440,373448,1,2,1,1
5002,1044,158,549,39174,373645,1,1,6,1
4899,977,201,589,39548,372958,2,4,1,0
4867,1026,254,501,39054,372632,2,1,8,1
5048,1029,227,435,38570,373838,2,1,1,0
4975,1052,224,474,39122,373996,0,2,2,1
4963,1063,183,527,39504,372615,2,2,7,1
4972,1020,274,472,39355,373577,1,4,6,0
4872,1035,177,602,38807,373102,1,1,2,1
4996,899,197,430,39041,373483,0,4,8,1
4974,898,211,508,39392,373274,1,1,6,0
4864,1067,231,504,38324,372585,2,4,4,1
5004,1067,294,482,39339,374050,2,2,2,0
4876,890,284,592,39500,373499,0,3,6,1
4882,1026,254,506,39523,372585,1,5,1,0
5039,967,230,464,39181,374204,1,1,2,1
4882,925,233,581,39684,373729,2,2,5,1
5059,1044,219,576,39113,373016,0,3,2,0
4893,964,206,504,39048,374365,0,4,8,1
4873,1027,267,518,39671,374286,1,0,0,1
4982,882,168,481,37851,373046,2,3,4,1
4972,1027,149,567,39605,374298,0,5,5,1
4869,923,280,440,39130,372735,0,5,8,0
5022,958,202,426,38137,374304,2,3,3,1
4951,1069,149,605,38535,372655,0,5,4,1
4924,892,248,474,38480,373780,0,2,2,0
4994,1038,115,563,38608,374088,1,0,6,0
5003,967,121,578,39148,372461,0,3,5,1
4994,951,218,417,37885,372738,1,2,3,0
4949,1018,311,590,38060,373265,2,0,4,1
4977,1052,308,544,38339,374137,0,1,4,0
4997,930,177,540,39139,372870,0,3,7,0
4931,1066,302,567,39512,373733,0,4,4,0
5020,1022,261,578,39288,373741,2,5,3,1
4859,915,178,525,39136,372613,2,4,1,0
4868,1038,210,603,39591,372517,0,5,6,1
4954,944,168,588,39116,372689,1,0,2,0
5053,1031,147,512,38063,373305,1,1,0,1
5027,1003,123,593,39503,372947,0,2,7,1
4943,889,134,531,37960,373881,2,2,2,1
4910,922,223,591,38039,374054,1,5,1,0
4879,1022,289,437,39535,373108,1,0,6,0
4929,875,276,543,38426,373409,1,5,1,0
4984,885,190,598,39629,372949,2,0,4,1
5032,891,214,588,39071,372915,2,4,3,0
4898,896,198,450,38757,373469,2,1,3,1
4957,988,274,483,38596,373046,1,5,5,0
4964,1033,216,497,38075,374203,0,4,3,1
5003,1022,258,467,39423,373488,2,5,0,1
5032,1031,240,594,38490,373944,2,0,4,1
4962,1066,180,612,38496,374202,1,4,4,1
4967,957,211,575,37991,373459,1,4,0,1
5026,1059,120,426,39520,374242,1,4,5,0
5033,960,117,514,39599,373153,0,1,5,1
5043,1010,235,539,38453,372665,1,1,5,1
4937,929,152,428,38266,372702,2,0,4,1
5002,875,206,559,38941,373153,2,5,2,0
4977,977,160,582,38605,372589,1,1,5,1
5029,943,240,451,39738,373258,1,5,4,0
4993,1018,200,527,39499,372530,2,1,1,0
4875,968,137,508,39007,373174,0,1,8,0
4956,920,120,527,38302,373305,2,1,6,0
4953,924,220,512,38591,374382,2,1,4,0
5016,1028,117,559,38619,372907,1,1,7,0
4909,931,227,581,39643,373418,0,5,3,0
4899,1043,272,615,39088,373551,1,3,3,0
4951,922,171,569,38462,372608,1,0,6,0
4925,1014,159,491,38880,374110,2,0,3,0
4861,889,224,538,39180,373168,1,0,7,1
4908,921,312,509,37857,372827,1,5,8,1
4911,874,137,545,37757,373730,2,0,0,1
4865,909,296,611,39304,374264,1,4,3,1
4926,959,251,602,38199,373360,0,0,2,1
5035,943,309,482,38679,373573,0,3,2,1
5026,1012,175,512,38740,372994,1,3,1,1
4898,919,130,553,38545,372417,2,1,5,1
4948,1033,298,609,39692,373095,2,1,6,1
4942,965,298,488,39270,374192,2,5,8,0
5011,991,227,488,37903,373092,1,4,0,1
4943,1050,292,431,39303,374305,2,1,8,0
4969,1016,164,470,37912,373120,1,0,1,1
5044,964,310,584,39057,373663,0,1,4,1
4980,990,216,549,39318,372731,1,4,2,1
4976,953,300,499,38723,373031,1,2,4,1
5002,947,121,417,38762,372555,0,1,6,1
5042,1045,174,515,39520,372679,1,1,8,1
4998,1033,143,488,37769,373568,0,5,6,0
5013,1005,271,553,38471,372714,2,3,7,1
5015,1042,259,595,38530,372804,2,2,1,1
4872,1015,135,561,38775,373760,0,3,6,0
4960,988,225,493,38118,372983,0,4,4,1
5029,940,278,416,38719,373967,2,0,8,1
4900,952,305,558,39324,373428,0,5,4,1
4980,953,189,616,39606,373800,0,0,4,0
4860,1049,115,463,39728,373570,2,1,5,0
4939,935,221,606,39633,372539,0,4,5,0
4996,1002,250,529,38498,373366,2,1,3,1
4947,1003,231,575,38679,372411,2,3,8,1
4998,930,265,430,39021,373472,1,4,4,0
4870,899,121,462,38224,374007,1,0,1,0
5024,1062,244,511,39180,373580,2,0,4,1
5008,1068,227,426,39401,372781,1,4,3,0
5057,956,298,530,38547,373455,2,4,7,0
4900,926,132,531,38504,374371,2,0,4,1
4959,944,232,460,39416,372613,1,2,3,0
5024,999,289,462,39383,372648,2,0,8,0
4940,945,243,511,39330,374281,0,4,7,0
4983,905,289,422,39665,373844,2,4,0,0
5001,876,246,589,39462,372787,2,4,4,0
4917,1036,280,582,38598,372585,2,3,0,0
4894,925,233,546,39238,373769,1,5,5,0
4899,977,148,513,38794,373873,2,0,4,1
4924,1063,208,544,37780,373857,1,0,3,1
4933,999,270,507,39702,374182,0,2,3,0
4913,926,157,510,39561,373649,0,2,5,0
4928,880,222,438,39117,373216,2,3,2,0
4888,919,310,600,39440,373852,0,0,4,0
5029,963,163,564,39442,372966,2,4,5,0
4861,985,263,569,38547,373879,0,0,6,1
4935,921,118,469,37959,372814,0,4,0,1
4996,878,137,496,38268,373399,1,3,3,1
5046,993,127,530,39263,374356,1,2,2,0
4904,1000,180,535,38940,373282,0,0,1,1
4923,1048,168,507,39005,372772,2,0,8,0
4914,1016,126,552,39217,373188,1,1,6,0
5013,981,261,577,37809,372508,0,0,3,0
5056,887,209,555,38614,372557,1,4,6,0
5034,941,296,524,38782,373755,1,4,3,1
4996,1039,235,540,38828,374175,0,1,7,0
5030,934,305,477,38708,374311,0,0,6,1
4992,1026,194,530,38814,374369,2,4,1,1
4894,1041,194,562,39517,373504,1,5,7,1
5027,903,308,417,37918,373855,0,1,5,0
5012,908,232,571,37797,373942,1,3,8,0
5016,943,124,443,39494,372814,0,1,8,0
4930,903,256,527,38788,372816,1,2,0,1
5052,1054,224,490,39640,374265,0,5,1,1
4906,1033,183,459,38685,372466,0,1,0,1
5017,954,151,510,38861,373767,1,5,6,0
4892,881,187,577,38969,373299,2,4,5,0
4946,994,212,548,38620,372536,2,5,1,1
5058,911,177,592,39482,373682,1,2,8,1
4948,907,276,515,38444,373199,1,3,1,0
4884,1053,126,464,37903,372785,0,4,4,0
4875,909,165,454,38486,374181,0,2,1,1
5034,980,164,422,38986,373744,2,5,4,0
5011,874,143,608,38926,373686,2,4,2,1
5038,1069,224,609,37787,374350,2,0,7,1
4884,982,168,450,39169,372404,0,0,3,1
4949,1037,306,465,38990,373641,0,2,2,1
4980,875,281,564,38344,372842,1,1,8,1
4985,1059,142,606,39229,374053,1,1,7,1
4869,979,168,579,38248,373567,2,2,2,0
5038,1024,135,502,38025,373550,1,5,0,0
4874,882,171,514,38014,372697,2,5,4,1
4953,1042,224,571,38743,372485,2,2,6,0
4952,977,121,533,38020,372703,1,0,3,1
