edad,trabajo,estado_civil ,educacion,total_hijos,credito_sin_pago,prestamo_vivienda,prestamo_personal,valor_prestamo,dias_ultimo_pago,tarjetas_credito,contacto,mes,dia_semana,duracion_ultimo_contacto,dias_ultimo_contacto,anterior_contacto,numero_empleados,si_no
54,housemaid,married,Technological_school,4,no,yes,no,167348,0,0,cellular,apr,thu,41,78,0,152,0
34,blue-collar,married,Technological_school,5,unknown,yes,no,251173,0,3,telephone,jul,wed,203,14,0,1271,0
36,admin.,married,university.degree,1,no,yes,no,436252,0,4,cellular,nov,fri,248,35,0,1921,0
42,blue-collar,married,primary_school,8,unknown,no,yes,119690,0,0,cellular,may,wed,29,76,1,691,0
36,entrepreneur,married,university.degree,5,unknown,unknown,unknown,0,0,4,telephone,jun,fri,217,0,0,1135,0
27,student,single,university.degree,3,unknown,yes,no,209470,0,0,telephone,jun,wed,235,49,0,1935,0
39,admin.,single,unknown,6,no,no,no,0,0,3,telephone,may,tue,411,0,0,1905,0
54,management,married,university.degree,2,no,yes,no,129405,0,1,cellular,may,fri,173,24,0,589,0
40,admin.,single,Technological_school,2,unknown,unknown,unknown,0,0,3,cellular,nov,mon,421,0,0,1246,0
53,technician,married,professional.course,2,unknown,no,no,0,0,4,cellular,jul,fri,209,0,0,856,0
64,unknown,married,unknown,2,no,yes,no,325991,0,0,telephone,aug,fri,239,74,0,515,1
30,admin.,single,university.degree,6,no,no,no,0,0,0,cellular,aug,thu,101,0,0,1150,0
42,services,married,primary_school,0,no,no,no,0,0,0,cellular,jul,tue,92,0,0,349,0
50,unemployed,married,tecnical_school,3,unknown,no,yes,486140,0,5,cellular,aug,wed,88,23,0,1052,0
59,technician,divorced,tecnical_school,7,no,yes,no,482784,0,0,cellular,jul,wed,85,8,0,1015,0
66,retired,married,Technological_school,1,no,no,no,0,0,4,cellular,jul,tue,475,0,0,346,1
36,admin.,married,Technological_school,5,no,yes,no,460605,0,2,telephone,may,thu,103,82,0,1194,0
35,blue-collar,married,tecnical_school,4,unknown,yes,yes,284150,0,4,cellular,may,thu,235,69,0,915,0
70,retired,divorced,Technological_school,2,no,yes,no,405395,0,4,telephone,may,wed,283,72,2,667,1
27,admin.,single,Technological_school,7,no,yes,yes,258359,0,3,cellular,may,thu,99,72,1,1781,0
31,self-employed,single,Technological_school,4,no,no,yes,172260,0,4,cellular,jul,tue,85,78,0,521,0
47,admin.,divorced,Technological_school,5,no,yes,no,127742,0,3,cellular,may,tue,105,90,0,676,0
34,blue-collar,married,primary_school,6,unknown,no,yes,268282,0,0,telephone,may,thu,159,36,0,1931,0
65,housemaid,married,preschool,4,no,unknown,unknown,0,0,0,cellular,oct,tue,759,0,0,1463,1
44,blue-collar,married,tecnical_school,3,unknown,yes,no,270717,0,3,telephone,may,mon,136,68,0,1903,0
28,admin.,single,unknown,4,no,yes,no,426838,0,4,telephone,jun,mon,177,76,0,737,0
52,retired,married,university.degree,1,no,no,no,0,0,3,cellular,nov,mon,147,0,0,619,0
34,technician,single,professional.course,6,no,yes,no,166148,0,2,cellular,aug,tue,221,49,0,393,0
42,blue-collar,married,tecnical_school,6,no,no,yes,91449,0,2,telephone,jun,fri,213,82,0,1178,0
41,management,married,university.degree,1,no,yes,no,264373,0,5,cellular,nov,tue,57,58,0,136,0
63,retired,married,Technological_school,5,no,yes,no,28747,0,2,cellular,oct,wed,323,90,0,673,0
29,management,married,university.degree,2,no,no,no,0,0,3,telephone,may,tue,134,0,0,1612,0
51,blue-collar,married,primary_school,1,unknown,yes,no,84740,0,4,telephone,may,mon,109,87,0,1597,0
60,admin.,married,Technological_school,7,no,no,no,0,0,4,cellular,apr,thu,447,0,1,1465,1
41,management,married,Technological_school,3,no,unknown,unknown,0,0,1,telephone,jun,fri,190,0,0,508,0
34,blue-collar,married,tecnical_school,4,no,no,no,0,0,3,telephone,jun,tue,7,0,0,1842,0
49,self-employed,married,tecnical_school,8,unknown,yes,no,268325,0,1,cellular,jul,thu,82,39,0,1580,0
32,admin.,single,university.degree,2,no,no,no,0,0,1,telephone,nov,mon,1239,0,0,1307,0
34,admin.,married,university.degree,6,no,yes,no,143766,0,3,cellular,may,fri,456,67,1,1664,0
50,admin.,married,university.degree,5,no,no,no,0,0,4,cellular,jul,fri,99,0,0,1385,0
45,technician,married,professional.course,4,no,no,no,0,0,4,cellular,oct,thu,504,0,1,877,1
38,unemployed,single,university.degree,3,no,yes,yes,205180,0,5,cellular,aug,tue,153,64,0,1724,0
25,blue-collar,married,tecnical_school,7,unknown,no,no,0,0,0,telephone,jun,mon,97,0,0,928,0
49,admin.,divorced,university.degree,1,no,no,no,0,0,2,cellular,aug,tue,126,0,0,278,0
36,technician,married,professional.course,7,no,no,yes,440964,0,3,telephone,may,tue,95,34,0,120,0
48,admin.,divorced,tecnical_school,2,no,yes,no,222484,0,5,telephone,may,fri,274,75,0,1585,0
23,services,married,Technological_school,6,no,yes,no,374279,0,1,cellular,may,wed,77,39,0,1925,0
41,blue-collar,married,preschool,8,unknown,no,no,0,0,0,telephone,may,fri,134,0,0,1165,0
34,services,married,Technological_school,5,unknown,no,yes,160557,0,0,cellular,may,tue,22,31,0,1070,0
32,admin.,married,university.degree,7,no,yes,no,376988,0,0,telephone,may,fri,82,42,0,1627,0
35,blue-collar,single,tecnical_school,7,no,no,yes,297152,0,5,cellular,jul,tue,416,64,0,1931,0
45,entrepreneur,married,tecnical_school,7,unknown,no,no,0,0,4,telephone,jun,fri,326,0,0,860,0
43,blue-collar,married,tecnical_school,2,unknown,yes,no,218613,0,2,cellular,may,tue,180,15,0,1382,0
35,admin.,single,tecnical_school,0,no,yes,no,306835,0,4,cellular,jul,fri,431,4,0,233,0
38,technician,single,professional.course,0,unknown,yes,no,207856,0,5,telephone,jun,mon,127,46,0,1340,0
48,admin.,married,Technological_school,1,no,no,no,0,0,5,telephone,oct,mon,312,0,0,923,1
35,blue-collar,married,tecnical_school,6,no,yes,no,264993,0,0,cellular,jul,mon,330,62,0,289,0
25,blue-collar,single,tecnical_school,1,no,yes,no,195885,0,3,cellular,may,thu,162,6,0,1851,0
32,blue-collar,married,preschool,3,no,yes,no,494442,0,5,telephone,may,fri,44,79,0,954,0
55,services,married,Technological_school,0,no,no,no,0,0,2,cellular,may,fri,95,0,0,231,0
29,entrepreneur,married,university.degree,1,no,no,no,0,0,2,telephone,jul,tue,208,0,0,716,0
32,admin.,married,university.degree,4,no,no,no,0,0,5,telephone,may,fri,389,0,1,324,0
26,services,single,Technological_school,3,no,yes,no,64793,0,1,cellular,jul,wed,75,80,0,1683,0
56,retired,married,Technological_school,0,no,no,no,0,0,1,cellular,jun,tue,383,0,1,1697,1
41,blue-collar,married,preschool,4,no,yes,no,188551,0,2,telephone,may,mon,83,27,0,1492,0
56,admin.,married,university.degree,1,no,no,no,0,0,5,telephone,may,fri,1461,0,0,891,0
45,admin.,married,unknown,5,no,no,no,0,0,5,telephone,may,tue,79,0,0,356,0
26,student,single,tecnical_school,6,no,yes,no,124703,0,2,cellular,aug,wed,182,86,1,46,1
24,services,single,Technological_school,7,no,no,no,0,0,3,cellular,jun,wed,150,0,0,943,0
42,technician,married,university.degree,7,no,no,yes,61850,0,5,cellular,jul,thu,65,33,0,1984,0
38,technician,married,professional.course,4,unknown,no,no,0,0,1,telephone,may,mon,407,0,0,625,0
49,services,married,Technological_school,2,unknown,yes,no,110206,0,5,telephone,may,wed,191,39,0,50,0
54,technician,married,Technological_school,5,no,no,no,0,0,4,telephone,jun,fri,204,0,0,1126,0
29,technician,single,university.degree,2,no,yes,no,489982,0,4,telephone,may,fri,256,72,0,1302,0
47,blue-collar,single,preschool,7,no,yes,no,383056,0,2,telephone,may,mon,345,18,0,1434,0
37,blue-collar,married,preschool,6,no,no,no,0,0,4,telephone,may,wed,45,0,0,75,0
36,management,married,university.degree,7,unknown,no,no,0,0,2,cellular,aug,tue,504,0,0,162,0
38,entrepreneur,single,university.degree,4,no,no,no,0,0,2,cellular,aug,mon,115,0,0,1615,0
35,blue-collar,married,tecnical_school,4,no,yes,no,458600,0,5,cellular,nov,fri,11,60,0,1233,0
40,blue-collar,married,tecnical_school,0,unknown,yes,no,313118,0,5,telephone,jun,tue,150,75,0,1585,0
36,housemaid,single,Technological_school,7,no,yes,no,324924,0,2,cellular,jul,tue,257,33,0,248,0
49,unemployed,married,preschool,1,unknown,no,no,0,0,2,cellular,may,wed,771,0,0,604,0
55,admin.,divorced,unknown,8,unknown,no,no,0,0,4,cellular,may,mon,178,0,0,1437,0
42,blue-collar,married,preschool,3,unknown,no,no,0,0,3,telephone,may,tue,267,0,0,328,0
29,technician,single,university.degree,2,no,yes,yes,414565,0,0,cellular,jul,wed,1089,31,0,160,0
44,blue-collar,married,Technological_school,8,no,no,no,0,0,4,telephone,may,wed,250,0,0,607,0
32,admin.,single,university.degree,7,no,no,no,0,0,2,cellular,apr,tue,49,0,0,101,0
32,technician,married,university.degree,7,no,no,no,0,0,4,telephone,sep,wed,994,0,0,1955,0
53,entrepreneur,married,university.degree,8,unknown,yes,no,88806,0,2,cellular,jul,tue,893,8,0,105,1
44,blue-collar,single,unknown,1,no,yes,no,119199,0,2,cellular,nov,wed,198,90,0,88,0
51,services,married,Technological_school,7,unknown,no,yes,44112,0,0,cellular,aug,tue,20,35,0,1115,0
43,admin.,married,professional.course,4,unknown,yes,no,467078,0,2,cellular,jul,thu,747,26,0,975,0
57,admin.,single,university.degree,2,no,no,no,0,0,3,cellular,jul,tue,105,0,0,1219,0
54,management,divorced,university.degree,5,no,no,no,0,0,4,telephone,may,mon,611,0,0,614,0
43,admin.,single,university.degree,6,no,yes,no,246361,0,0,cellular,may,tue,305,78,1,1770,0
41,blue-collar,married,Technological_school,2,no,yes,no,292817,0,5,cellular,may,fri,150,44,0,1404,0
29,student,single,Technological_school,1,no,unknown,unknown,0,0,4,cellular,aug,tue,505,0,3,1210,1
42,technician,married,university.degree,4,no,yes,no,109681,0,4,telephone,nov,fri,81,71,0,1349,0
58,retired,married,professional.course,6,no,yes,yes,455460,0,2,cellular,aug,thu,173,86,0,1063,0
43,blue-collar,married,tecnical_school,6,no,no,no,0,0,4,cellular,mar,tue,180,0,0,1562,1
30,blue-collar,married,tecnical_school,8,no,no,yes,375420,0,4,cellular,jul,wed,173,90,0,1881,0
52,admin.,married,Technological_school,8,no,yes,no,216266,0,0,cellular,apr,thu,152,70,1,587,0
51,admin.,married,university.degree,1,no,yes,no,321205,0,0,cellular,nov,tue,275,27,0,1376,0
30,entrepreneur,married,university.degree,4,no,no,no,0,0,0,cellular,aug,mon,99,0,0,467,0
36,admin.,married,tecnical_school,2,no,no,no,0,0,1,cellular,may,fri,159,0,1,1756,0
36,entrepreneur,single,university.degree,5,no,yes,no,109905,0,2,cellular,nov,wed,998,2,0,1611,1
53,blue-collar,married,Technological_school,2,no,yes,yes,27771,0,0,cellular,jul,mon,243,3,0,313,0
32,admin.,married,university.degree,8,no,yes,no,185690,0,2,telephone,nov,fri,41,47,0,1178,0
46,management,married,tecnical_school,2,no,yes,no,331735,0,1,telephone,may,wed,16,37,0,171,0
29,services,divorced,Technological_school,7,no,yes,no,237390,0,3,telephone,may,tue,50,30,0,1905,0
33,admin.,single,university.degree,8,no,no,no,0,0,2,cellular,may,mon,305,0,0,49,0
45,admin.,married,Technological_school,2,no,yes,no,265433,0,5,telephone,jun,tue,174,71,0,1055,0
59,admin.,married,Technological_school,7,no,yes,no,367127,0,4,cellular,aug,fri,91,48,0,1902,0
37,technician,single,Technological_school,2,unknown,no,no,0,0,4,cellular,jul,mon,500,0,0,953,0
47,technician,divorced,Technological_school,2,no,yes,no,102788,0,3,cellular,jul,thu,149,46,0,915,0
37,blue-collar,married,primary_school,0,no,yes,yes,234657,0,2,cellular,mar,thu,73,0,0,572,0
33,blue-collar,single,tecnical_school,7,unknown,yes,yes,402691,0,1,telephone,may,fri,97,0,0,1814,0
35,technician,single,professional.course,0,no,yes,no,60138,0,2,telephone,may,thu,170,51,0,1460,0
31,blue-collar,single,tecnical_school,7,no,yes,no,346353,0,3,cellular,jul,tue,442,21,0,434,0
40,technician,married,tecnical_school,0,no,no,no,0,0,5,cellular,nov,wed,59,0,0,1743,0
58,retired,married,university.degree,8,no,yes,no,245639,0,0,cellular,aug,tue,327,74,0,495,0
54,retired,married,preschool,4,no,no,yes,193937,0,2,cellular,oct,thu,164,54,0,212,1
35,technician,married,professional.course,2,no,yes,no,194043,0,5,telephone,jun,fri,366,78,0,1050,1
42,technician,married,professional.course,5,no,yes,yes,428308,0,3,cellular,aug,mon,245,82,0,601,0
29,self-employed,married,university.degree,2,no,no,no,0,0,0,telephone,may,thu,118,0,0,78,0
41,technician,single,Technological_school,1,no,yes,no,276882,0,2,cellular,may,mon,222,1,0,1319,0
32,entrepreneur,married,Technological_school,2,no,yes,no,376487,0,3,telephone,may,mon,314,28,0,808,0
37,admin.,divorced,university.degree,2,no,no,no,0,0,0,telephone,jun,wed,193,0,0,1077,0
53,blue-collar,married,tecnical_school,4,unknown,yes,yes,255213,0,5,telephone,may,wed,615,3,0,329,0
36,technician,divorced,professional.course,8,no,yes,no,238675,0,2,cellular,may,mon,341,56,0,604,0
45,blue-collar,married,tecnical_school,4,unknown,unknown,unknown,0,0,0,telephone,jun,mon,167,0,0,1589,0
27,services,single,Technological_school,5,no,no,yes,10980,0,4,cellular,may,thu,603,25,0,26,0
47,self-employed,married,tecnical_school,3,no,yes,no,39138,0,1,cellular,aug,fri,97,74,0,976,0
22,services,single,Technological_school,5,no,no,no,0,0,2,telephone,jun,wed,156,0,0,1145,0
37,entrepreneur,married,primary_school,6,no,yes,no,320543,0,4,cellular,aug,fri,148,16,0,335,0
58,retired,single,professional.course,7,no,yes,no,91574,0,3,cellular,apr,wed,1288,52,0,291,1
43,management,married,university.degree,8,no,no,no,0,0,4,cellular,nov,mon,55,0,0,1329,0
32,self-employed,married,university.degree,4,no,no,no,0,0,4,cellular,nov,thu,707,0,2,1630,1
47,self-employed,married,preschool,8,unknown,no,no,0,0,3,cellular,may,thu,168,0,0,811,0
36,technician,married,Technological_school,1,no,yes,no,310656,0,0,cellular,nov,mon,38,66,1,1101,0
58,blue-collar,married,preschool,5,no,yes,no,57420,0,3,telephone,jun,fri,165,70,0,668,0
76,unknown,married,unknown,0,no,no,no,0,0,4,telephone,jul,thu,301,0,0,191,1
23,student,single,Technological_school,4,no,no,no,0,0,3,cellular,jun,tue,310,0,0,1640,1
41,blue-collar,married,Technological_school,7,no,no,yes,434543,0,3,telephone,apr,thu,55,40,0,707,0
32,technician,single,professional.course,6,no,yes,no,390233,0,5,cellular,aug,wed,281,80,0,1070,0
49,admin.,married,Technological_school,2,no,no,yes,361975,0,2,cellular,jul,fri,204,40,0,746,0
57,management,married,university.degree,1,unknown,yes,yes,328291,0,4,cellular,nov,fri,22,56,1,1282,0
44,technician,single,Technological_school,6,no,no,no,0,0,5,telephone,may,wed,189,0,0,750,0
46,services,married,Technological_school,1,no,no,no,0,0,5,cellular,apr,thu,146,0,0,1393,0
31,technician,single,tecnical_school,0,unknown,yes,yes,343512,0,4,cellular,nov,wed,131,6,1,295,0
44,services,married,professional.course,4,no,no,no,0,0,5,cellular,aug,mon,186,0,0,1272,0
32,technician,single,professional.course,3,no,no,no,0,0,1,cellular,apr,mon,33,0,1,1693,0
72,retired,single,university.degree,1,no,no,no,0,0,2,cellular,may,fri,114,0,0,1703,0
31,services,single,Technological_school,6,no,yes,no,303534,0,3,cellular,jul,thu,59,58,0,782,0
59,blue-collar,divorced,preschool,4,no,yes,no,178421,0,2,cellular,jul,thu,218,58,0,132,1
35,admin.,single,preschool,0,unknown,yes,no,169075,0,0,telephone,may,wed,381,22,0,1435,0
27,admin.,single,university.degree,3,no,no,no,0,0,0,cellular,jul,mon,130,0,0,38,0
57,self-employed,married,professional.course,6,no,yes,no,15244,0,4,cellular,jul,tue,1056,25,0,1370,1
31,management,married,university.degree,4,no,yes,no,329735,0,2,cellular,jun,tue,305,9,0,1389,1
28,admin.,married,Technological_school,8,no,no,yes,259503,0,1,telephone,jun,fri,260,16,0,33,0
53,unknown,married,Technological_school,7,unknown,yes,no,446124,0,3,telephone,jun,mon,244,29,0,1023,0
28,admin.,single,Technological_school,2,no,yes,no,98735,0,2,cellular,jul,thu,231,74,0,944,0
53,blue-collar,married,preschool,0,unknown,no,yes,105462,0,0,telephone,may,tue,78,9,0,3,0
52,services,married,university.degree,0,no,no,no,0,0,0,telephone,may,fri,132,0,0,1836,0
45,technician,married,professional.course,2,no,no,no,0,0,2,cellular,aug,mon,82,0,0,1097,0
30,blue-collar,married,primary_school,6,no,yes,yes,294227,0,2,cellular,may,mon,429,18,0,1721,0
58,retired,married,tecnical_school,4,no,no,no,0,0,1,telephone,may,wed,256,0,0,372,0
43,blue-collar,married,primary_school,0,no,yes,no,70500,0,0,telephone,jun,wed,1540,68,0,933,1
35,admin.,single,university.degree,3,no,no,no,0,0,1,cellular,nov,thu,295,0,0,1507,1
37,blue-collar,single,preschool,8,no,yes,no,140210,0,3,cellular,apr,mon,326,41,0,485,0
29,blue-collar,single,Technological_school,3,no,yes,no,390672,0,4,cellular,jul,fri,90,64,0,467,0
56,unemployed,divorced,Technological_school,2,unknown,yes,no,349363,0,3,cellular,nov,fri,109,51,1,646,0
37,blue-collar,married,tecnical_school,3,no,no,no,0,0,3,cellular,may,wed,225,0,0,1818,0
40,management,divorced,university.degree,7,no,no,no,0,0,1,cellular,may,fri,342,0,0,1131,0
33,admin.,married,unknown,8,no,yes,no,85329,0,0,telephone,may,fri,134,54,0,1136,0
36,entrepreneur,married,Technological_school,4,no,yes,yes,216943,0,5,cellular,may,mon,102,54,0,839,0
27,admin.,single,university.degree,6,no,no,no,0,0,0,cellular,jul,wed,51,0,0,1256,0
39,blue-collar,married,tecnical_school,8,no,yes,no,46473,0,4,telephone,may,tue,214,4,0,1783,0
33,blue-collar,married,Technological_school,7,no,unknown,unknown,0,0,3,cellular,apr,mon,19,0,0,1553,0
38,blue-collar,married,tecnical_school,4,unknown,yes,no,479698,0,1,cellular,jul,mon,317,60,0,1117,0
33,technician,single,university.degree,7,no,yes,no,330503,0,0,cellular,aug,tue,116,18,0,1990,0
51,housemaid,married,preschool,8,no,yes,no,296501,0,5,cellular,jul,mon,118,12,0,1882,0
42,admin.,married,university.degree,5,no,no,no,0,0,0,telephone,may,thu,193,0,0,306,0
41,admin.,single,Technological_school,8,no,yes,no,213259,0,2,telephone,may,mon,85,13,0,1795,0
39,admin.,single,university.degree,6,no,yes,yes,232192,0,4,telephone,jun,mon,1075,45,0,1939,0
51,services,married,Technological_school,3,unknown,yes,no,192812,0,5,telephone,may,wed,127,29,0,1514,0
18,student,single,unknown,7,no,yes,no,189422,0,1,telephone,may,tue,421,33,1,937,1
56,retired,married,preschool,5,unknown,yes,yes,18830,0,5,telephone,may,tue,316,14,0,171,0
47,self-employed,married,tecnical_school,1,unknown,yes,no,80524,0,1,cellular,nov,fri,258,52,1,1055,0
43,blue-collar,married,tecnical_school,4,no,yes,no,262916,0,5,cellular,dec,tue,689,35,0,1294,1
36,technician,married,Technological_school,5,unknown,yes,no,485748,0,3,cellular,aug,wed,231,23,0,282,0
45,blue-collar,married,preschool,2,unknown,yes,no,498951,0,4,cellular,aug,wed,395,87,0,139,0
28,blue-collar,married,primary_school,3,unknown,yes,no,264150,0,4,telephone,may,wed,289,88,0,1921,0
59,retired,divorced,university.degree,6,unknown,unknown,unknown,0,0,1,cellular,jul,wed,139,0,0,1135,0
59,management,married,university.degree,3,no,no,no,0,0,2,cellular,dec,thu,112,0,1,298,0
44,technician,married,professional.course,5,no,no,no,0,0,3,cellular,may,mon,132,0,0,63,0
36,blue-collar,married,preschool,7,no,yes,no,317146,0,1,telephone,jun,fri,86,59,0,451,0
34,technician,married,Technological_school,4,no,no,no,0,0,5,cellular,may,mon,40,0,1,509,0
27,student,single,Technological_school,2,no,no,no,0,0,4,telephone,oct,tue,187,0,0,1146,1
35,admin.,married,Technological_school,8,no,yes,no,25072,0,2,telephone,jun,wed,55,47,0,415,0
39,housemaid,married,university.degree,2,no,yes,no,300941,0,2,telephone,jun,fri,258,38,0,1113,0
43,blue-collar,married,primary_school,6,no,no,no,0,0,4,cellular,may,tue,150,0,0,1896,0
48,admin.,married,university.degree,8,no,yes,no,185642,0,3,cellular,apr,thu,220,33,1,1836,0
29,services,married,professional.course,2,no,no,no,0,0,2,cellular,may,thu,48,0,0,514,0
33,admin.,single,university.degree,3,no,yes,no,348022,0,0,cellular,aug,tue,226,57,0,1333,0
30,technician,married,professional.course,3,no,yes,no,180336,0,5,telephone,nov,wed,6,62,0,539,0
48,blue-collar,married,tecnical_school,6,no,no,no,0,0,0,telephone,jun,wed,100,0,0,1770,0
48,blue-collar,married,tecnical_school,8,no,yes,no,147981,0,3,telephone,may,tue,99,46,0,738,0
33,technician,single,Technological_school,0,no,yes,no,178098,0,0,cellular,aug,mon,73,12,0,1699,0
19,student,single,preschool,7,no,yes,no,12957,0,2,cellular,may,thu,220,90,1,393,0
38,technician,married,professional.course,7,no,yes,no,59709,0,2,telephone,may,thu,82,35,0,842,0
40,management,married,primary_school,1,no,no,no,0,0,5,cellular,nov,mon,56,0,0,651,0
36,services,married,Technological_school,7,no,yes,no,334525,0,2,cellular,may,tue,145,15,2,1752,0
33,admin.,married,university.degree,3,no,yes,no,322750,0,0,cellular,nov,thu,240,4,0,935,0
46,blue-collar,married,tecnical_school,4,no,no,no,0,0,0,telephone,nov,wed,66,0,0,1288,0
41,blue-collar,married,tecnical_school,7,unknown,yes,no,452268,0,3,telephone,may,fri,208,51,0,1749,0
27,admin.,single,unknown,7,no,yes,no,413548,0,0,telephone,may,wed,591,11,0,1936,0
31,technician,married,professional.course,8,unknown,yes,yes,363398,0,0,telephone,aug,thu,31,13,0,550,0
58,management,unknown,university.degree,2,no,no,no,0,0,4,telephone,jun,wed,16,0,0,1267,0
41,technician,married,university.degree,8,no,yes,no,343374,0,5,telephone,may,fri,67,53,0,614,0
44,blue-collar,married,primary_school,7,no,no,no,0,0,1,cellular,apr,fri,239,0,2,1053,0
31,admin.,married,university.degree,1,no,no,no,0,0,2,cellular,aug,thu,366,0,0,339,0
25,admin.,divorced,professional.course,0,no,no,no,0,0,2,cellular,jul,mon,159,0,0,1322,0
29,admin.,single,tecnical_school,4,no,yes,no,379075,0,1,cellular,may,wed,256,10,0,562,0
38,admin.,married,university.degree,4,no,no,no,0,0,1,telephone,jun,fri,460,0,0,1697,1
49,blue-collar,married,primary_school,3,no,yes,no,57271,0,2,telephone,may,fri,1980,90,0,1760,1
71,admin.,married,preschool,8,no,yes,yes,74262,0,2,cellular,may,fri,466,40,2,731,1
33,blue-collar,married,tecnical_school,4,no,no,no,0,0,1,telephone,jun,fri,12,0,0,775,0
25,admin.,married,university.degree,7,no,yes,no,177874,0,5,cellular,mar,fri,294,21,0,279,1
25,student,single,Technological_school,6,no,no,no,0,0,2,cellular,oct,fri,294,0,1,1502,1
54,entrepreneur,divorced,university.degree,6,no,yes,yes,47785,0,3,telephone,nov,thu,761,82,0,1138,0
22,student,single,Technological_school,7,no,yes,no,16030,0,3,cellular,apr,fri,14,49,0,1090,0
71,retired,married,professional.course,5,no,no,no,0,0,1,cellular,oct,tue,323,0,0,383,1
49,services,married,Technological_school,4,unknown,yes,yes,390056,0,1,cellular,jul,wed,42,49,0,601,0
51,admin.,married,Technological_school,8,no,no,yes,216831,0,4,cellular,oct,thu,181,43,1,1871,0
56,entrepreneur,married,university.degree,1,no,yes,yes,462683,0,2,cellular,may,fri,536,9,0,1233,0
46,housemaid,married,preschool,2,unknown,yes,no,90070,0,5,cellular,may,wed,369,8,0,1082,0
31,admin.,divorced,university.degree,6,no,no,no,0,0,2,cellular,aug,tue,274,0,0,1004,0
53,retired,married,tecnical_school,2,unknown,yes,no,38518,0,3,cellular,jul,fri,181,2,0,1932,0
58,retired,married,preschool,3,unknown,no,no,0,0,3,cellular,jul,tue,70,0,0,1369,0
34,admin.,married,university.degree,7,no,no,no,0,0,2,cellular,may,wed,89,0,1,1074,0
50,services,married,Technological_school,8,no,yes,no,430433,0,0,cellular,nov,tue,129,45,1,1072,0
32,admin.,single,university.degree,3,no,yes,yes,467955,0,5,cellular,aug,fri,709,42,0,269,0
33,technician,married,professional.course,4,no,yes,no,299971,0,4,cellular,apr,fri,108,67,0,1605,0
48,services,married,Technological_school,6,unknown,no,no,0,0,0,cellular,jul,tue,165,0,0,1190,0
41,retired,single,preschool,3,no,yes,no,360330,0,4,cellular,oct,fri,278,73,0,1229,0
33,technician,single,professional.course,3,no,yes,no,278238,0,3,cellular,aug,wed,244,82,0,1724,0
39,housemaid,married,preschool,1,unknown,yes,no,255474,0,1,telephone,may,mon,381,57,0,1730,0
40,blue-collar,married,primary_school,2,unknown,yes,no,375267,0,2,cellular,jul,mon,127,41,0,1459,0
71,retired,married,preschool,0,no,no,no,0,0,2,cellular,oct,tue,353,0,0,427,1
30,blue-collar,married,tecnical_school,4,no,yes,no,284582,0,3,cellular,jul,thu,58,20,0,15,0
34,admin.,single,Technological_school,7,no,yes,no,451120,0,3,cellular,may,fri,80,63,1,733,0
33,admin.,single,university.degree,5,no,yes,no,231764,0,4,cellular,apr,mon,169,88,0,1853,0
38,technician,single,tecnical_school,7,no,yes,no,296406,0,2,cellular,may,mon,29,47,0,1555,0
49,self-employed,divorced,university.degree,4,no,no,yes,182758,0,1,cellular,jul,wed,207,60,0,628,0
47,admin.,divorced,university.degree,8,no,no,yes,245557,0,4,cellular,nov,tue,96,62,0,26,0
29,technician,single,university.degree,4,no,yes,no,40646,0,1,cellular,apr,wed,389,40,0,955,1
39,blue-collar,married,tecnical_school,2,no,yes,no,102290,0,4,cellular,jun,tue,250,71,0,740,0
39,technician,married,professional.course,7,no,yes,no,81185,0,4,cellular,jul,wed,178,27,0,1815,0
26,technician,single,university.degree,1,no,yes,yes,392964,0,2,cellular,jul,tue,105,50,0,1842,0
46,blue-collar,married,primary_school,5,unknown,yes,no,173618,0,3,cellular,aug,tue,204,50,0,1071,0
57,blue-collar,married,preschool,1,unknown,no,no,0,0,1,cellular,aug,fri,34,0,0,1563,0
40,admin.,single,Technological_school,7,unknown,no,yes,153972,0,1,telephone,nov,mon,14,56,0,1921,0
50,blue-collar,married,preschool,8,no,no,no,0,0,1,cellular,aug,wed,153,0,0,1559,0
37,blue-collar,single,unknown,5,no,no,no,0,0,5,telephone,may,fri,122,0,0,105,0
35,technician,married,professional.course,7,no,yes,no,95676,0,0,telephone,may,mon,832,17,0,599,0
30,technician,single,professional.course,8,no,yes,no,379334,0,3,cellular,may,fri,26,73,0,1380,0
44,management,married,university.degree,6,unknown,no,no,0,0,2,telephone,may,tue,730,0,0,490,0
31,admin.,single,university.degree,5,unknown,no,no,0,0,2,cellular,aug,tue,359,0,0,760,0
26,blue-collar,married,preschool,7,no,yes,no,377891,0,5,cellular,may,tue,88,36,1,1402,0
25,student,single,unknown,6,unknown,yes,no,491033,0,0,cellular,aug,fri,81,60,1,1371,0
30,entrepreneur,single,university.degree,6,no,yes,no,358702,0,5,cellular,nov,wed,489,13,0,986,1
35,services,single,Technological_school,7,no,yes,no,305187,0,0,cellular,may,wed,87,24,1,999,0
37,management,married,university.degree,0,no,yes,no,338698,0,0,cellular,apr,mon,13,9,0,1536,0
55,self-employed,married,university.degree,8,unknown,no,no,0,0,3,cellular,may,mon,217,0,1,708,0
59,retired,divorced,professional.course,0,no,yes,no,80517,0,3,cellular,may,wed,281,70,0,1110,0
43,blue-collar,married,tecnical_school,3,no,no,yes,115909,0,4,cellular,jul,tue,148,68,0,522,0
41,technician,married,primary_school,4,no,yes,no,415535,0,4,telephone,may,tue,381,48,0,685,0
