user,location,tweet
mendozaajc,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
pelon824,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
pelon824,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
YesithLica,En Alguna Parte Robando WIFI,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
LeytonCesar,"Colombia, Meta, Villavicencio.","RT @juanesgil1: Todos los colombianos hoy les damos gracias a cada transportador, controlador vial, camionero, taxista y operario por su in…"
datepinsi,"Bogota, D.C.","RT @TransitoPolicia: #PrevenciónyAcción Es grato ver nuestra bandera de Colombia, en honor a los #HéroesEnLaVía, reconocemos esta ardua lab…"
JuanMal24727297,"Medellin, Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
osama090703,"La Guajira, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
bycast1,"Barranquilla, Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
CamiloTuayAliel,Paz de Ariporo Casanare Colomb,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
cypmilan,Bucaramanga,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
ladriyoo,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
Humbert94408553,"Bogotá, D.C., Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
sabiriga,"Municipio de Viotá, Cund",RT @ansvcol: Hoy nos vestimos de amarillo azul y rojo 🇨🇴 para resaltar la labor de nuestros transportadores. Gracias por ser nuestros #Héro…
jaimanarg,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
Mariafer9545,Cali,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
Diana95640470,"Florida, USA","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
CamiloMartinezN,Centro Democrático ,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
JHONEDUARDOGALC,San José de Cúcuta,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
cass1808,"Barranquilla, Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
LUZATV,"Valle del Cauca, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
jl0nd0n0,,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
alexsvalexander,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
sebastdeporte,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
tractojavier,,"@orozco_angela @IvanDuque @infopresidencia @urnadecristal Agradezco sus palabras las recibo muy bien, pero ministra… https://t.co/XczjFyafxP"
wilvalpi,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
wabriln,"Bogotá,Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
CamiloH44058595,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
Cormagdalena,Colombia,RT @JuanFEspinosaP: Mira este video e inspírate para compartir tu mensaje en redes sociales con el hashtag #HéroesEnLaVía y reconocer heroi…
lgordive,Bogota,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
Cormagdalena,Colombia,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
CamiloH44058595,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
yeinerandres502,Miami Fl,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
orozco_angela,"Bogota, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
orozco_angela,"Bogota, Colombia",RT @JuanFEspinosaP: Mira este video e inspírate para compartir tu mensaje en redes sociales con el hashtag #HéroesEnLaVía y reconocer heroi…
sasire66,"Bogotá, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
lrgrivera,Bogotá,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
ChefGuty,Bogotá madamepapita@gmail.com,El acompañamiento en las fronteras de nuestros #HéroesEnLaVía hace parte también del trabajo diario de… https://t.co/961aUVy4Ui
cargapesadacol,"Bogotá, Colombia",RT @tractojavier: @orozco_angela @IvanDuque @infopresidencia @TransitoPolicia @MinTransporteCo @Supertransporte @InviasOficial @GoogleColom…
RealNicoForReal,"College Station, TX","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
jacemo666,"Bogotá, D.C., Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
cargapesadacol,"Bogotá, Colombia","RT @TransitoPolicia: #PrevenciónyAcción Es grato ver nuestra bandera de Colombia, en honor a los #HéroesEnLaVía, reconocemos esta ardua lab…"
CristinaVR31,"Ciénaga de Oro, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
InviasOficial,,RT @JuanFEspinosaP: Mira este video e inspírate para compartir tu mensaje en redes sociales con el hashtag #HéroesEnLaVía y reconocer heroi…
MinTransporteCo,Colombia,RT @JuanFEspinosaP: Mira este video e inspírate para compartir tu mensaje en redes sociales con el hashtag #HéroesEnLaVía y reconocer heroi…
infopresidencia,Colombia,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
germancaller,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
JessicaDRGM,"Cali, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
Maquiavelopirul,N Alfa Centauro ,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
cargapesadacol,"Bogotá, Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
Concesion_Sisga,"Bogotá, D.C., Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
martharooo,"Cota, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
LUNATRASNOCHADA,Colombia,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
LHName,Bogotá D.C.,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
agustinrpoi,CDMX,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
AcetaminoFer,Bogotá,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
cargapesadacol,"Bogotá, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
germancaller,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
JulianMoncadaE,Colombia,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
germancaller,,#HeroesEnLaVia  gracias  por seguir moviendo el pais 🙏🏻🙏🏻🙏🏻 https://t.co/tiwRrq1quw
ANI_Colombia,Colombia,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
La10RadioCOL,"Bogotá, D.C., Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
ReinadoManuel,,"RT @SETPSANTAMARTA: Detrás de cada alimento que está en tu mesa hay horas de arduo trabajo de los  transportadores de carga, que los llevan…"
MAURICI15466439,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Ericajimenez120,"Monterrey, Nuevo León","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
InviasOficial,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
A_Mejia_H,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
tractojavier,,@orozco_angela @IvanDuque @infopresidencia @TransitoPolicia @MinTransporteCo @Supertransporte @InviasOficial… https://t.co/V0EKB75Unx
ChefGuty,Bogotá madamepapita@gmail.com,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
Ericajimenez120,"Monterrey, Nuevo León","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
MinTransporteCo,Colombia,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
Viktorcastaneda,"Bogotá, D.C., Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
tarquis,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
JAMMESJARAMILL1,Colombia,RT @Supertransporte: ¿No quisieras agradecer a los valientes que han llevado la comida a las ciudades por su compromiso con el país? Te inv…
AndresCorreaSp,"Cali, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
MONYKNIEL,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
orozco_angela,"Bogota, Colombia","Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabaj… https://t.co/Q1Dli2v3Go"
erickru55117146,,"RT @TransEnMedios: La torre Colpatria de Bogotá es dedicada a #HéroesEnLaVía...gracias a ustedes Camioneros de Colombia!!!

@manfrip_74 @or…"
yecidarturo,"El Cairo, Egipto","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
goez_jaquelina,"Itagui, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
andreasanta2511,CUCUTA,RT @orozco_angela: ¡Hoy es un gran día para celebrar a nuestros #HéroesEnLaVía! Acompañemos a quienes a diario movilizan a todos los colomb…
Clara_angelical,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
orlando_garnica,Colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
MarceCadavidP,Santa Marta,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
arnei_felizzola,San José de Cúcuta,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
JuanHen44495017,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
oswaldoCedeno3,#UnVenezolanoEnBogota ,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
LucellyZuluaga1,"Medellín, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
majologa07,Bogota,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
arnei_felizzola,San José de Cúcuta,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
centellas1001,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
sergioitobonc,"Medellín,Colombia.","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Overnis2,Colombia,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
RubenFragozo,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
jhbuelvas,"Barranquilla, Colombia","RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
DanielPrensaTV,"Bogotá, Colombia","RT @NoticiasRPTV: #Bogotá I 🌇

Esta noche la Torre Colpatria se viste con la bandera Tricolor 🇨🇴 para enviar un mensaje a los #HéroesEnLaVí…"
maiittozp,"Bogotá, Cundinamarca","RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
adrysilvav,Bogotá,RT @infopresidencia: ¿#SabíasQue hay transportadores que pasan días enteros atravesando el país por carretera para que a los colombianos no…
karsojo,BARRANQUILLA,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
Tafur71,"Pereira, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
libardoanaya,Cartagena Colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
HanysSanju,"Cartagena, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
sandravlv,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
cdaconverry,"Manizales, Colombia",RT @Supertransporte: ¿No quisieras agradecer a los valientes que han llevado la comida a las ciudades por su compromiso con el país? Te inv…
cdaconverry,"Manizales, Colombia","RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
cdaconverry,"Manizales, Colombia",RT @ansvcol: Hoy nos vestimos de amarillo azul y rojo 🇨🇴 para resaltar la labor de nuestros transportadores. Gracias por ser nuestros #Héro…
SANDRAC16414331,"Bogotá, D.C., Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Jonas32186866,,RT @InviasOficial: #Comunicado | Gobierno Nacional seguirá avanzando en proyecto Cruce de la Cordillera Central con estrictas medidas de bi…
Juan_pablojara,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
NietoCca,Bogota,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
OFMR2,"Bogotá, D.C., Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
patoqui62,mi casa,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
AlejoMesa77,"Sogamoso, Colombia","RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
claracecilialop,,"RT @AeroCivilCol: Colombia agradece a todos los #HéroesEnLaVía, que sin importar las circunstancias recorren las carreteras del país transp…"
gamolinas2505,"Bogotá, DC, Colombia","RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
sanrora,Cali,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
AdrianaYara6,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
diana25640,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
Paty09029407,"Medellín, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
vivianud7,United States,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
helucava,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Danieladavid_9,"Cataluña, España","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
ingangelitoc,,RT @Supertransporte: Detente✋ y tómate un momento para enviarle un mensaje📨 de agradecimiento a nuestros #HéroesEnLaVía que en medio de est…
ingangelitoc,,RT @Supertransporte: Celebra la importante labor de nuestros camioneros 🚚 con un mensaje de agradecimiento con la etiqueta #HéroesEnLaVía…
ingangelitoc,,"RT @Supertransporte: Si todos los colombianos descargan la aplicación móvil ‘CoronApp - Colombia’, podremos focalizar los puntos de contagi…"
ingangelitoc,,RT @Supertransporte: Detente✋ y tómate un momento para enviarle un mensaje📨 de agradecimiento a nuestros #HéroesEnLaVía que en medio de est…
mhalvarezco17,Deutschland/España & Colombi,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
ingangelitoc,,RT @Supertransporte: Un aplauso 👏para todas las personas que trabajan día a día para brindar tranquilidad y esperanza a toda Colombia🇨🇴. Ca…
ingangelitoc,,RT @Supertransporte: 👏Celebra la importante labor de nuestros camioneros 🚚 con un mensaje de agradecimiento con la etiqueta #HéroesEnLaVía…
Dianita_Malu,"Bogotá, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
NELSYCAMPOS,,"RT @edywfernandez: Hoy nuestro personal médico y hospitalario sin #HEROESDEBLANCO 
#HeroesEnLaVia con prestación de servicios, sin insumos…"
lutete07,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
ChefGuty,Bogotá madamepapita@gmail.com,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
laurasofisalaza,"Medellín, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
JAVIERM37517666,"Villavicencio, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
CamiPortelaR,"Casanare, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
JDAVIDO8710,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
don_proffesor,"Bogotá, D.C., Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
FelicidadVille9,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
JAIMEAQZ,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
DucrosEduard,"Houston, Texas, U.S.A.","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
moralesjeison,Ibague,RT @Supertransporte: Con la aplicación #CoronAppColombia puedes reportar tus síntomas y los de toda tu familia para mantener una red actual…
MiguelRGG,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
moralesjeison,Ibague,"RT @Supertransporte: #PorTuVidaPorMiVida En la aplicación CoronApp-Colombia puedes registrar tus síntomas y los de tu familia diariamente,…"
RobinsonOchoaA1,,RT @jonathanqa: Si existe una terminal preocupada por los #HeroesEnLaVia en Colombia se llama @puertobq quiénes desde el inicio mostraron i…
ConcejoTunja,TUNJA BOYACÁ,"RT @AlcaldiaTunja: Hoy aplaudimos a todos nuestros ""amarillitos"" que también son #HéroesEnLaVía. Gracias por ser ese soporte necesario para…"
AForeroM,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
ConcejoTunja,TUNJA BOYACÁ,"RT @AlcaldiaTunja: A ti conductor de bus que haces parte de los #HéroesEnLaVía, exaltamos tu entrega y dedicación al recorrer las calles de…"
claracecilialop,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
moralesjeison,Ibague,RT @ansvcol: Hoy nos vestimos de amarillo azul y rojo 🇨🇴 para resaltar la labor de nuestros transportadores. Gracias por ser nuestros #Héro…
chidonoticias,,"RT @AlcaldiaTunja: A ti conductor de bus que haces parte de los #HéroesEnLaVía, exaltamos tu entrega y dedicación al recorrer las calles de…"
adolfo_urrego,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
caroabu,Bogota,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
amparomeza,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
zonick186,,"RT @TransEnMedios: La torre Colpatria de Bogotá es dedicada a #HéroesEnLaVía...gracias a ustedes Camioneros de Colombia!!!

@manfrip_74 @or…"
puerta_noel,Colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
YamiGarzonRi,"Bogotá, D.C., Colombia","RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
MariaEs74692320,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
fernanojeda,bogota,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
87_mml,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Juligalindo2,"Bogotá, D.C., Colombia","RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
LhuiizaDiiaz,Bogotá D.C - Colombia ,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
krloslopito,manizales,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
CaRlOs9319,Bucaramanga,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
moralesjeison,Ibague,RT @MinTransporteCo: ¡Toda Colombia agradece a nuestros #HéroesEnLaVía! Hombres y mujeres valientes que hacen que durante el Aislamiento Ob…
diana25640,,"RT @TransEnMedios: La torre Colpatria de Bogotá es dedicada a #HéroesEnLaVía...gracias a ustedes Camioneros de Colombia!!!

@manfrip_74 @or…"
marialeurrutiar,"Bogotá, D.C., Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
Marcela_nino,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
LaureanoGomez,"Bogotá, D.C., Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
