user,location,tweet,sentiment,probability
edespcweb,"Piedecuesta, Colombia",Con trajes de pies a cabeza trabajan los jueces de garantías https://t.co/1Dz0fdkApz vía @eltiempo TIENE MAS PROTEC… https://t.co/eX2h3wA4Y9,Positivo,65
ColmundoRadio,Colombia,"#Bogotá 
Desde el lunes 13 al 26 de abril a las 11:59 p.m, regirá la restricción por género para ir a mercar, al ba… https://t.co/gRajQbo3bh",Positivo,70
rjtsp990,Colombia,@lcvelez @lafm #PicoyGenero es una medida necesaria SOLO para la Alcaldesa @ClaudiaLopez xq ella tiene q trabajar y… https://t.co/PAVws1qSpt,Positivo,62
silvitasoler,Bogotá,@Bancolombia El miércoles pero si dicen dos días se supone que hoy ya debe estar. Es urgente y hoy no puedo salir a… https://t.co/Bz3Ib1P8zE,Positivo,63
CucutaDenuncia,Cúcuta - Colombia,"#PicoYGénero #Bogotá #13Abr

El lunes #13Abr empieza a regir en Bogotá el Pico y Género

Las personas de género mas… https://t.co/EIfi24tuTI",Positivo,73
IvanDaMarCast,"Bogotá, D.C., Colombia","Si bien en el Decreto 106/20 se garantiza plenamente los derechos de las personas Transgénero e Intergénero, en la… https://t.co/riBAjFofr7",Positivo,73
Blind_Blue14,"Bogotá, D.C., Colombia",Ya madrugaron a hacer las diligencias? #COVID2019 #QuedateEnTuCasaCarajo #QuedateEnCasa 😷 #PicoyGenero 😎🤓 https://t.co/K2mPAwguWE,Positivo,64
silenciovoraz,Bogotá - Colombia,#PicoyGenero otro canal para asesorarse jurídicamente para denuncias por discriminación. https://t.co/JSb2XZSh17,Positivo,71
unpelonmas9,"Patria Boba, Colombia.",#FelizLunes #NoMasLey100 #PelitoSanador #PicoyGenero Me emputa tener que darle la razón al AboGanster de la mafia d… https://t.co/XhVLljzyIN,Positivo,66
chelo1215,Bogotá - Colombia,"#PicoyGenero es una medida q tomó un poco tarde @Bogota, pero más vale tarde q nunca, recuerden q en números pares… https://t.co/SK5gM4mKkl",Positivo,73
Subalternativa,Bogotá Colombia,Las personas que incumplan la medida de #Picoygenero en #Bogotá la multa será de $936.320 https://t.co/1I6PgUm0nW,Positivo,65
ElBolivarenseCo,"Cartagena, Bolívar y Colombia","#PicoyGénero #ElBolivarense | La Alcaldía de Cartagena expidió el decreto 0538, vigente a partir de hoy 13 de abril… https://t.co/Z3zrT5WyXz",Positivo,79
gustavovaldivie,"Bogota, Colombia","De hecho, en Perú el #PicoyGenero sustituyó al #PicoYCedula, que tampoco había funcionado. Se quedaron con la simpl… https://t.co/xtvvL1wDjU",Positivo,64
BaqueroRojas,,"¿Pero que mierda es esto? 
El #PicoyGenero de no ha garantizado nada diferente a un incremento de la violencia de g… https://t.co/ez7Z9lDOT4",Negativo,48
ALEJOMICHELLS,Bogota Colombia,Mediante circular conjunta No. 012/2020 @GobiernoBTA @secredistmujer @planeacionbog @juridicadistri @integracionbta… https://t.co/lMTADUkWPk,Positivo,67
gustavovaldivie,"Bogota, Colombia","Perú adoptó el #PicoyGénero el 3 de abril y lo abandonó una semana más tarde, el 11, 2 días después de anunciar Bog… https://t.co/UbX6rRa2VV",Positivo,73
VoxColombia3,,"Cuál #PicoyGenero Hoy son Hombres y hay más ""Mujeres"", que antes de la tal medida...en Bogotá DC de 50 sombras de G… https://t.co/pg4c0V2osV",Positivo,78
FelipeArias71,Bogota,#PicoyGenero es una medida necesaria ante algunas personas irresponsables que han venido incumpliendo el aislamient… https://t.co/ahio1tMYJg,Positivo,67
zorrildo,"Cartagena de Indias, Colombia",@WRadioColombia #PicoYGenero que pendejada tener que respetar subjetividades en medio de una crisis real. Los trans… https://t.co/UHFkUtbMWH,Negativo,51
CCJovenBog,,Desde hoy empieza a regir el #PicoYGénero de manera obligatoria en Bogotá. Este aplica para compras en supermercado… https://t.co/rqah3AlWvu,Positivo,76
DmocraciaLight,Colombia,@ELTIEMPO @ClaudiaLopez El #PicoyGenero demostrará qué tipo de discurso sobre los derechos población LGBTIQ tiene l… https://t.co/a8syIJ4Et9,Positivo,68
Soy_Zebrastian,"Bogotá, D.C., Colombia","Carrasquilla habla de reforma tributaria en plena pandemia; eso no es más que otra prueba, que para el uribismo ase… https://t.co/nJFlu47MSp",Positivo,51
ValentinoSnow27,"Bogotá, D.C., Colombia",Yo creo que es muy fácil juzgar desde el privilegio. Si la medida #PicoyGenero a las personas trans les parece disc… https://t.co/1J6F74O5B0,Positivo,50
Sentiido,Colombia,Varias organizaciones y líderes trans se juntaron para explicar por qué el #PicoyGénero es una medida que promueve… https://t.co/y9CvRVr3iI,Positivo,63
CabeernaDeGnomo,"Bogotá, D.C., Colombia","Arranca el #PicoYGénero hoy impar para hombres, cuántos se reunirán para tomarse unas... #CuarentenaTotal… https://t.co/mrHwI8wVHY",Positivo,79
compromisobog,"Bogotá, D.C., Colombia",Desde hoy empieza a regir el #PicoYGénero de manera obligatoria en Bogotá. Este aplica para compras en supermercado… https://t.co/3PPSNpAqb3,Positivo,76
LGTBITV,"Bogotá, Colombia",Alcaldía @Bogota emite CIRCULAR CONJUNTA No. 012 de 2020 en la que llaman a las autoridades a respetar la identidad… https://t.co/ICcyDqjTP3,Positivo,65
margioval77,"Bogotá, D.C., Colombia",#PicoyGenero Atentos para verificar respeto de autoridad ante personas trans y también para evitar acciones premedi… https://t.co/vuRMLT0Ufk,Positivo,68
alejaaranda,Bogota,@ELTIEMPO @ClaudiaLopez #PicoYGeneroEs definir si el personal que está en las excepciones puede realizar compras ..… https://t.co/SnXBkwRqKw,Positivo,51
Ninijohana82,Colombia,Steven Tyler listo para salir el día par  en #Bogota 🤣🤣🤣  #PicoyGenero https://t.co/jIOTw6PbNy,Positivo,68
GustavoPerrito,Bogotá - Colombia,Alcaldía @Bogota emite CIRCULAR CONJUNTA No. 012 de 2020 en la que llaman a las autoridades a respetar la identidad… https://t.co/Trfzh1kNhf,Positivo,65
andrus_97,Colombia,Mas ignorado que ese #PicoyGenero 🤦🏽‍♂️,Positivo,69
SrtaBovary,"Bogotá, D.C., Colombia",@Ivanvanospi El vecina Darío está confundido con el #PicoyGénero,Positivo,62
videoclimet,,"Hoy #13deabril nuestra bella #Bogotá mantendrá cielo parcialmente cubierto🌤️⛅, predominara tiempo seco con interval… https://t.co/sFotBRxQ2X",Positivo,80
teusaquillo13,Calle 39B # 19-30,#Atención recuerda que a partir de hoy en Bogotá empieza a regir el #PicoyGenero para hacer diligencias notariales… https://t.co/Pfypn0ZYLR,Positivo,75
MariaClaraName,Bogotá,"#FelizLunes y felices pascuas. Con el corazón puesto en la vida de quienes han dado la suya, en las últimas horas e… https://t.co/vJarpU4yuj",Positivo,80
LGTBITV,"Bogotá, Colombia",Cinco razones por las que las personas Trans estamos en riesgo con la medida #PicoYGénero impuesta por… https://t.co/n8c0cbr766,Positivo,53
ArribaBogota,Bogotá Colombia,"#PicoyGénero

El Secretario Distrital de Gobierno @LuisErnestoGL, estuvo en #ArribaBogotá explicando los parámetros… https://t.co/qS9WI0DAB3",Positivo,65
saviola89,En cualquier lugar del mundo.,"Señor @LuisErnestoGL ¿qué tal si todos los comparendos que se le impongan a un miembro de la comunidad LGBTI, con f… https://t.co/ylkaNGgt7T",Positivo,63
cuervoji,Bogotá,"Comparto las observaciones de @malbarracin sobre la restricción de #PicoyGenero en Bogotá, no solo es problemática… https://t.co/dgdMmCv11s",Positivo,58
Aquisetrina,,¿Para cuándo un superhéroe con género no binario? #PicoyGenero,Positivo,63
juanca908,,#PicoyGenero es una mierda,Positivo,56
malbarracin,Bogotá,#PicoYGénero que empieza a regir en Bogotá es una medida que tiene problemas constitucionales tanto en su diseño co… https://t.co/m80vZCrARi,Positivo,61
GustavoPerrito,Bogotá - Colombia,Cinco razones por las que las personas Trans estamos en riesgo con la medida #PicoYGénero impuesta por… https://t.co/geTSzD3jVs,Positivo,53
compromisociu,Colombia,#Atención hoy empezó el #PicoYGénero de manera obligatoria en Bogotá. Así funcionará ⬇️ https://t.co/O81vQ0aBEB,Positivo,77
tabertica,Un lugar de la Mancha...,#PicoYGeneroEs la excusa  perfecta para que todos salgan como pedro por su casa....   ¿y como se auto perciben hoy… https://t.co/1Fj74eKa4Q,Positivo,77
uptcradio,"Tunja, Boyacá","Hoy comienza en la capital del país la aplicación del #PicoyGenero.
Alcaldesa de #Bogotá @ClaudiaLopez dijo qué qui… https://t.co/7ydPEy0zIA",Positivo,76
fabiangh02,,#cuidarnuestrosmedicoses que tengan las medidas necesarias para trabajar y que tengan una buena remuneración. Lo de… https://t.co/Htxy2LJzHL,Positivo,81
Policia924FM,Colombia,"#AEstaHora desde avenida 1 de mayo con NQS, hablando del #PicoyGénero e invitando a la ciudadanía para que respeten… https://t.co/8tKnwU8hQB",Positivo,67
AndresFulgor,En el Ojo de la noticia.,Hoy estaríamos saliendo de la cuarentena pero como aqui en Colombia hay un cantidad de galafardos que no trabajan n… https://t.co/intrd3QNv6,Positivo,76
elespectador,"Bogotá, Colombia","La Alcaldía de Bogotá expidió el decreto de #PicoYGénero. Los días pares podrán circular mujeres y los impares, hom… https://t.co/Kalgs70M0w",Positivo,68
Juankcelis,Bogotano Ciudadano del Mundo,#PicoYGeneroEs Después del 27 #PicoyGenero #FelizLunesDePascua #FelizLunes #BuenLunes #13Abril #CoronavirusColombia… https://t.co/IGR4MDoYj6,Positivo,67
Albcarasquilla,Colombia Bogotá,Necesitamos otra reforma tributaria. #cuidarnuestrosmedicoses #FelizLunes #PicoyGenero https://t.co/b30dIeUBF1,Positivo,60
LaudEstereo,Bogotá - Colombia,"#Encuesta ¿Cree que la medida de #PicoYGénero será útil para evitar el flujo de personas en las calles? 

Participe… https://t.co/0bWLCVOZWS",Positivo,55
helbush,"Bogotá, D.C., Colombia",El hecho que ahora en Bogota es el #PicoyGenero no es para que salgan en bandada hoy los hombres y mañana las mujer… https://t.co/sIptbZp4OY,Positivo,81
apartadoaereo,"Bogotá, D.C., Colombia","Día uno de #PicoyGenero algunos en la fila no tienen Pipí, repito, NO tienen pipí. #QuedateEnCasa lpqtp https://t.co/bjbeOc6Rik",Positivo,66
esterhernandezc,ciudadana del cielo,"#Recuerda  hoy empieza la medida en #Bogotá de #PicoYGénero 👫

Días Impares 🏃‍♂️ 
Días Pares 🏃‍♀️

Esta medida apli… https://t.co/V1tRguYyZk",Positivo,72
Gerson_soler,Bogota,Buenos diasss🌄... No se le olvide a la machera que hoy sale!😂🤣 #coronavirus #PicoYGenero,Positivo,88
davoelbravo,Con Colombia Siempre,"@santiagoangelp @lafm No, no es inteligente. Podría sacar a la calle al 50% de la población a diario. La Policía ig… https://t.co/MCqPiYQUFQ",Positivo,66
neggrita007, SOY COLOMBIA 🇨🇴,"Así de incongruente es la medida de esta administración.

Así como este dibujo explicativo 👇🏾

#PicoyGenero https://t.co/C2JFw9hGpG",Positivo,65
Andpedlli,"Cali, Colombia","@WRadioColombia No sólo violó la cuarentena sino que expuso a todos los que tuvieron contacto con él, además de su… https://t.co/gq4msSDZ7U",Positivo,63
OrgulloLGBT,Latinoamérica,Sres. @PoliciaBogota @PoliciaBolivar @PoliciaColombia DEN INSTRUCCIONES CLARAS no queremos ver casos de tortura fís… https://t.co/E55cKIMdDI,Positivo,70
freddyaguilera_,"Bogotá, D.C., Colombia","La frase ""me salve por un pelo"" era bíblica 😱😱😱....  #pelitosanador en #PicoyGenero muchos bobis se harán los mks....",Positivo,63
LaMJMartinez,"Washington DC, Bogotá, Bmanga","#PicoyGenero pone la vida de las personas trans y no binarias en riesgo, y afianza los roles de género.

Esta medid… https://t.co/GKZ0B3lao6",Positivo,59
secredistmujer,"Bogotá, Colombia",Hoy inicia #PicoyGenero en @Bogota como medida adicional para prevenir y mitigar el contagio… https://t.co/5RaWYgh8Oy,Positivo,75
JhonAlbarracinR,,@ELTIEMPO @ClaudiaLopez #PicoYGeneroEs  inútil mientras los policías sigan cantando y bailando el chuchuwa en conju… https://t.co/4NIUgWHalt,Positivo,65
mauricioro2010,Bogotá - Colombia,"Feliz Semana, para todos recuerda #QuedateEnCasa protege a tús hijos, a tús padres y a todas las mujeres que están… https://t.co/OjKHt3FSoz",Positivo,80
judaspriest2015,Cali (Valle),"#PicoYGeneroEs
#ElPelitoSanador 
#cuidarnuestrosmedicoses
#Covid_19 
#PicoyGenero 
#FelizLunesDePascua 
#Felizlunes… https://t.co/40YcHaOHD0",Positivo,67
JhonAlbarracinR,,"@NoticiasRCN @JuanLozano_R Hay que ser muy desgraciado, corrupto y desalmado para ""tomar dinero prestado"" en estas… https://t.co/Fe04DMWAsv",Positivo,50
EroXiLuiS,,Para los fanáticos de las series... hoy comienza el primer episodio de la 2a temporada de la #CuarentenaObligatoria… https://t.co/WUReqA3uzk,Positivo,82
ManuelQuimbayoV,"Bogotá, D.C., Colombia","✍🏼Título: Despertar capitalino. 📍Locación: Algún rincón de la ciudad. 
📸Fotografía: @ManuelQuimbayoV | Gracias… https://t.co/0OMPklpLK1",Positivo,86
mapirad,,"En vez de mendigar y sacudir los bolsillos de los paisas, porque no sacudir de contratos innecesarios en #Medellin… https://t.co/wM7ddGRcDU",Positivo,69
JhonAlbarracinR,,@NoticiasRCN @JuanLozano_R #PicoyGenero es inútil mientras los policías sigan cantando y bailando el chuchuwa en co… https://t.co/aemu4Md6QH,Positivo,66
sedian2015,,"📢 IMPORTANTE ‼️‼️‼️
Recuerden que desde el día de hoy empieza el Pico &amp; Género en la ciudad de @Bogota
#PicoyGenero… https://t.co/QjmAhmhozs",Positivo,79
OrgulloLGBT,Latinoamérica,Sres. @PoliciaBogota @PoliciaBolivar importante que antes de sus labores e imponer sanciones por el #PicoyGenero re… https://t.co/MmNxGzO6nM,Positivo,69
antetodoco,Colombia,"Hoy a las 6:00 pm,  estaremos con el Representante a la Cámara @jjUscategui y el Edil de la localidad de Usaquén… https://t.co/yBnMJhWZWi",Positivo,76
arqandresgcom,Ahi estoy !!!,@ANLA_Col @MinAmbienteCo @ricardolozanop @ComiQuintaCam @Molano_Camara @CesarOrtiZorro @JorgeLondonoU @SandraOrtizN… https://t.co/BoolSB1XyK,Positivo,67
anerdquista,Colombia,"@ClaudiaLopez Y recuerden #PicoyGenero 
https://t.co/mjAmsP25DO https://t.co/BXk7R3RU5v",Positivo,69
Cavilante21,,@santiagoangelp @lafm No se cual es la mejor solución pero el gobierno peruano dice que fracasó y abandonaron #PicoyGenero,Positivo,63
fontibonfm,Bogotá,#CuidarNuestrosMédicosEs salir responsablemente el día del #PicoyGenero en #Bogota #EstamosContigo… https://t.co/noUzryYL1L,Positivo,66
OrgulloLGBT,Latinoamérica,Estamos en #CuarentenaObligatoria y por lo tanto la regla general ES NO SALIR y si excepcionalmente se debe salir p… https://t.co/m6CHIM2M1Z,Positivo,51
XMaCoRePe__MaX,"Bogotá, Colombia,",en #cuarentena #PicoyGenero y pues empezando por su familia https://t.co/xui9WZNlCy,Positivo,73
DmocraciaLight,Colombia,@JuanitaGoe @AGloJoven_co Como Representante por Bogotá. Qué opinión tienes sobre el #picoygénero. Población trans… https://t.co/VEq8O9SUU6,Positivo,69
ocanchica,,"Y comenzamos una nueva semana, hoy inicia el #PicoyGenero en Bogotá, no es momento de ser indiferentes, es momento… https://t.co/0X8b1n6ylP",Positivo,85
SoyArepita,Venezuela,"#13Abr Noti #Arepita del #coronavirus en #Latinoamerica

🇨🇴 Desde hoy aplican #PicoyGenero en Bogotá (los hombres s… https://t.co/GOMYV9qY6S",Positivo,77
RedMasNoticias,Colombia,📺#EmisiónEspecial | ¿Cuál es el panorama en el transporte público este lunes 13 de abril con el inicio del… https://t.co/IP2HVEbaMZ,Positivo,72
osea65,,"@WRadioColombia @lfzambranos No es efectivo el #PicoyGenero, porque expone innecesariamente a más población,con más… https://t.co/PjUyZMWZgg",Positivo,67
rcnradio,"Bogotá, Colombia","#PicoYGénero | La multa que pagarán quienes incumplan pico y género a partir de este lunes

https://t.co/M5CKehbXBs",Positivo,74
jehissson,"Bogotá, D.C., Colombia","A trabajar solo puedo ir día por medio?

#PicoyGenero",Negativo,52
RedMasNoticias,Colombia,📺#EmisiónEspecial | ¿Sabe de cuánto es la multa que deberá pagar si incumple el #PicoyGénero en Bogotá? 👇… https://t.co/VdEDq0ur47,Positivo,50
anerdquista,Colombia,#PicoyGenero Recuerden hoy salen los hombres y les afines. https://t.co/cvS03C5rnT,Positivo,77
osea65,,"@WRadioColombia @lfzambranos Nada de esa ridiculez de #PicoYgénero, el #PicoYcédula estaba muy bien y #Nayibe lo te… https://t.co/DCEITxMjaA",Positivo,77
AlexQ237,Colombia,@NoticiasRCN @LaCarinosa610AM @PachoAlerta #PicoyGenero es la forma de contagio más efectiva y todo gracias a la im… https://t.co/Vi31Ct8Wkt,Positivo,84
lrgrivera,Bogotá,@NoticiasRCN @lafm @larepublica_co @LaCarinosa610AM #PicoyGenero los contratistas de obra puede  circular a partir… https://t.co/k6uSZAMvNw,Positivo,63
Stellita66,"Bogotá, Colombia",@NoticiasRCN @lafm @larepublica_co @LaCarinosa610AM #PicoyGenero es una medisa estupida que va a dar más contagiado… https://t.co/WSDGK4GR4Y,Positivo,63
RedMasNoticias,Colombia,"📺#EmisiónEspecial | En Soacha, Cundinamarca, regirá #PicoyGénero, #PicoYCédula y toque de queda para prevenir el co… https://t.co/uuUJCSn0JM",Positivo,65
Policia924FM,Colombia,"#AEstaHora le recordamos el #PicoyGénero en la Capital colombiana.
✅ Hombres día impar.
#YoMeQuedoEnCasa… https://t.co/Mh3Z1eYabt",Positivo,70
RedMasNoticias,Colombia,🗣#PreguntaDelDía | ¿Está de acuerdo con la medida de #PicoyGénero que empieza a regir este lunes 13 de abril en Bog… https://t.co/WRKQcjXkRW,Positivo,68
hassanamid02,"Medellín, Colombia",¿Aviones misteriosos que nos fumigan en secreto? Los ‘chemtrails’ #SOSNiHeroesNiMartires #NoMasLey100  #valledupar… https://t.co/GDcB49iaeG,Positivo,65
hassanamid02,"Medellín, Colombia",CHEMTRAILS - Nos están Fumigando? #SOSNiHeroesNiMartires #NoMasLey100  #valledupar #ElPelitoSanador… https://t.co/XUQFN4nzck,Positivo,68
JUDAN_1020,,Más de uno en estos momentos en Bogotá por el #PicoyGenero https://t.co/6ztVuwvHUm,Positivo,70
hassanamid02,"Medellín, Colombia","Financiaron para crear el químico llamado corona, que no es virus, es un químico que fumigan con aviones, esos que… https://t.co/9JdlQWQ4se",Positivo,69
hassanamid02,"Medellín, Colombia",Financiaron para crear el quimico llamado corona que no es virus es un quimico que fumigan con aviones esos que dej… https://t.co/968WMc0ylk,Positivo,68
EricKrOcHs,Colombia,Después de mucho tiempo. Ayer ella acepto salir contigo.  #PicoyGenero 😷🤦‍♂️,Positivo,72
Santialar5611,Nocheosfera ,"@_Luky__ @alcagirardota Jajaja Yo ya estoy más conformista, al menos no les dio por un #PicoyGenero",Positivo,54
LaRodriguez2020,Bogotá,"Soy una tonta por leer los comentarios debajo d esta imagen del #picoygenero. Es demasiado, todos son transfobicos… https://t.co/UFrQJ3rKkr",Positivo,57
Lina_Hurtado8,,"Excelente. La alcaldía de Bogotá ya sacó una Circular para el acatamiento del Decreto del #PicoYGénero.

🛑 IMPORTAN… https://t.co/UXPIyZaJsj",Positivo,70
CYPHERBASTALEK,,"Desde mañana aplica #picoygenero, la mujeres saldremos en día par, los hombres en día impar, los trans de acuerdo a… https://t.co/VIF94RG4M5",Positivo,71
isabellacr09,,"La medida del #PicoyGenero en Bogotá, lo único que busca es llevarle la contraria a el pico y cédula, ya es momento… https://t.co/ODSHDIZ4F2",Positivo,65
kilelerumba,Bogota,Así voy a estar mañana #CuarentenaExtendida #PicoyGenero https://t.co/GLa9j0pAfY,Positivo,86
uliseshjkew,,Nojoda ahora si se jodio esta vaina pico y placa de genero en cartagena bilivar maldita sea alcalde no copie esas p… https://t.co/sWlKfXzOWC,Positivo,58
Perdomoalaba,Cartagena  - Colombia,"2. La experiencia de #PicoYGénero en países como Perú y Panamá, ha resultado en transfobia exacerbada, múltiples ca… https://t.co/FpA6Kh1Eau",Positivo,69
hsuarezsanchez,"Bogotá, D.C., Colombia","Ojo #picoygenero #Bogota #mujeresencuarentena  ya viene la separación de #géneros, mucho éxito a todos y todas. https://t.co/XMWNmD27Xh",Positivo,70
fontibonfm,Bogotá,#SOSNiHeroesNiMartires Pero este lunes salen ellos #PIcoYGénero en #Bogotá Sólo quienes necesiten algo urgente… https://t.co/3YruB6ojDT,Positivo,72
alemap8615,"Medellín, Colombia",@Matador000 #MeLaJuegoPorArias . Una pregunta seria: Según el #PicoYGenero de @ClaudiaLopez a este engendro ¿ que d… https://t.co/VwyEXIkyOM,Positivo,61
fontibonfm,Bogotá,"Con Decreto 538,  este lunes, salen ellos muy juiciosos; claro, si es necesario #EstamosContigo… https://t.co/wVNnOiLGOA",Positivo,67
leoDaltonico,Bogota,Bueno... mañana me toca ir a la oficina... así que veré cómo se comportan con esto del #PicoyGenero #PicoyGeneroBogota,Positivo,87
Srta_aji,,"Hoy salí a mercar y se suponía que era día para las mujeres y que va, habían más hombres (no dentro de las excepcio… https://t.co/NsWuvrgVMk",Positivo,73
arqandresgcom,Ahi estoy !!!,@ANLA_Col @MinAmbienteCo @ricardolozanop @ComiQuintaCam @Molano_Camara @CesarOrtiZorro @JorgeLondonoU @SandraOrtizN… https://t.co/UUB2wlZXp9,Positivo,67
XMaCoRePe__MaX,"Bogotá, Colombia,",a los #NoBinarios lamentablemente va ese mensaje #PicoyGenero https://t.co/9FDk0f05F6,Positivo,68
JPinedaMdz,Caribe,Durante el #PicoySexo en Bogotá ¿La policía me puede requisar? #CuarentenaPorLaVida #PicoyGenero https://t.co/odfZIONcVf,Positivo,56
molano_mario,"Bogotá, D.C., Colombia","Aunque el #PicoyGenero es una medida imperfecta, creo que la situación es tan apremiante que requiere de medidas ex… https://t.co/lkNYcsRFsJ",Positivo,52
Sentiido,Colombia,Pilas: Cartagena acaba de decretar #PicoyGénero a partir del lunes 13 de abril. Importante señalar también en esta… https://t.co/H63YMUfjBq,Positivo,77
JPinedaMdz,Caribe,En el #PicoySexo o #PicoyGenero para #Bogota la restricción por género No aplica si... #CuarentenaPorLaVida https://t.co/Ac4ZtP8kM1,Positivo,61
Giamaria14,"Roma, Lazio / Bogota, Colombia",@RevistaSemana @ClaudiaLopez @AngelicaLozanoC . Y las madres cabeZa de familia que hacen de papá y mamá a la vez pu… https://t.co/0ArHwo9UGO,Positivo,70
XMaCoRePe__MaX,"Bogotá, Colombia,",buenas noches a todos menos al secretario de gobierno #LuisErnestoGomez @LuisErnestoGL por sus horrendos chistes de… https://t.co/izF4Cuggi4,Positivo,75
sabrinaedith21,Cartagena-Bogotá,#PicoyGenero  puedo salir mañana a una vuelta bancaria? No me queda claro!!,Positivo,73
c4rl0sjimenez,"Bogotá, D.C., Colombia","@elespectador #PicoYGénero o lo que sea, me parece una #MalaDecisión. Hay muchos por ahí saliendo por salir. La cri… https://t.co/h2lZJwy3n1",Positivo,58
bustosalex,Bogota - Colombia,Excelente labor @AlcaldiadeMed Alcalde @QuinteroCalle a traves de #DonatonPorMedellin recogen recursos para los mas… https://t.co/mDDeUm56BR,Positivo,74
elespectador,"Bogotá, Colombia",#PicoYGénero: la Policía debe respetar la identidad y expresión de género de las personas trans. Y para ello no pue… https://t.co/rkv4i1Mv5m,Positivo,60
fabio_arcila,Bogota Locombia,Mañana pueden salir los hombres y las mujeres NO!! No sé que es lo que no entienden!! No creo que sea complicado!! #PicoyGenero,Positivo,68
CucutaDenuncia,Cúcuta - Colombia,"#PicoYGénero #Bogotá #13Abr

El lunes #13Abr empieza a regir en Bogotá el Pico y Género

Las personas de género mas… https://t.co/wiIjhWk1Uf",Positivo,73
jjocampo_,Colombia,#MeCuentanQue respuestas sobre el #PicoyGenero que comenzará a aplicarse desde mañana en @Bogota ¿tiene más pregunt… https://t.co/g5cJcQUl3L,Positivo,78
andreparrafo,Bogotá,@SectorMovilidad Con la restricción de género se busca aumentar en un 100% la violencia policial contra las persona… https://t.co/JlrjJR2sBy,Positivo,51
JazminOlarteG,"Soacha, Colombia","#Soacha 
El alcalde @juancsaldarriag  establece nuevas medidas para evitar el contagio del #Covid19 entre ellas: 🔴… https://t.co/G6biXu0k3y",Positivo,64
andreparrafo,Bogotá,"@ClaudiaLopez creó #PicoyGenero en Bogotá y otras ciudades replican, sin consulta con organizaciones trans y con to… https://t.co/7uMt0RVNaB",Positivo,71
wcamiloleon,"Bogotá, DC, Colombia","&lt;3
Día par / Día impar
#PicoyGenero #LOL https://t.co/hMIdpvVc4W",Positivo,67
ESESOACHA,"Soacha, Cundinamarca",Tenga en cuenta el #PicoyGenero aplicado en #Soacha🇵🇱 desde mañana. https://t.co/DxcsXQjGRx,Positivo,76
WillyRodri13,Bogotá,"¡ATENCIÓN SOACHA!

#PicoyCédula #PicoyGénero #ToqueDeQueda para el todo el municipio desde este lunes 13 de abril… https://t.co/2q3NkP1i1L",Positivo,73
Andres_Moreno54,Colombia/ Bogotá ,Y aún preguntan sinicamente por qué la medida #PicoyGenero es tan peligrosa... #LaPoliciaNoMeCuida https://t.co/AjbppnA0mF,Positivo,58
noticiassincon1,,Alcalde de Soacha ordena toque de queda después de las 4 de la tarde en municipio y pico y género. Se contabilizan… https://t.co/GDvisSqVJB,Positivo,70
Sentiido,Colombia,Guarda esta circular y tenla a mano en caso de que la necesites durante el #PicoyGenero. También recuerda estar en… https://t.co/LMxZWHCWGx,Positivo,54
Sentiido,Colombia,Se trata de un llamado sobre el decreto 106 de 2020 más conocido como #PicoyGénero. https://t.co/sSgMRvDQOW,Positivo,70
Sentiido,Colombia,PILAS: la Alcaldía de Bogotá acaba de emitir una Circular conjunta en la que llama expresamente a las autoridades a… https://t.co/nF0e1l0doj,Positivo,68
AntonioLPuerta1,"Medellín, Colombia",Saludos #FamiliaUribista. Tengo una pequeña duda con  el #PicoyGenero de @ClaudiaLopez ; ya ella les aclaró a los b… https://t.co/ajdtIUs3rW,Positivo,68
CesarBenavides1,Bogota ,"Me adhiero a esta muy interesante propuesta. 
#PicoYEstadoCivil 
#PicoyGenero https://t.co/mL4S6Xqehs",Positivo,75
RedLGBTIdeBoy,,"El #PicoyGénero pone en riesgo la vida de personas trans y no binarias 👎🏼

Garnet Gallego se tomó esta foto rechazá… https://t.co/L3grDO83Kw",Positivo,63
SectorMovilidad,"Bogotá, Colombia",@luisemaldona1 @ClaudiaLopez @IvanDuque ¡Hola! Durante la #CuarentenaPorLaVida NO hay pico y placa porque hay restr… https://t.co/IAB9gREu1I,Positivo,71
margioval77,"Bogotá, D.C., Colombia",Increíble que algunos sectores LGBTI crean que la sociedad tiene que acomodarse a su visión de posar siempre como víctimas. #PicoyGenero,Positivo,66
DenunciaYaCol,Colombia,@jflafaurie #Transparencia en el #PicoyGenero de #Bogota para el #CoronavirusEnColombia https://t.co/Ud58lAdeLR,Positivo,69
Marovaan,Bogotá ,Así aplica el #PicoyGenero en #Bogotá https://t.co/vKt6h0tTC4,Positivo,66
IluminacionMr,Colombia,Y las feminazis ya salieron a pelear porque los meses tienen 31 dias y ellas solo salen en el dia par.. #PicoyGenero,Positivo,61
45SegundosCom,Colombia,"En @Bogota no se exigirá el documento de identificación como prueba de identidad de género, ya que esta no necesari… https://t.co/iiX3e2XgTw",Positivo,67
JaviW_,Bogota - Colombia,"Lunes 13 de abril comienza el #PicoyGénero. Hombres salen en cuarentena en días impares y mujeres en días pares.

¿… https://t.co/yEUMVT6O7n",Positivo,75
periodico_pauta,"Bogotá, D.C., Colombia","RECUERDEN ""PICO Y GÉNERO"" A PARTIR DEL 13 DE ABRIL  #picoygénero @claudialopezcl @ivanduquemarquez #covid2020… https://t.co/YCJRTogECl",Positivo,70
